Voltage - Ch0, - Ch0,Voltage - Ch1, - Ch1
7.22451,0,1.51357,0
7.23398,0,1.51523,0
7.24346,0,1.51689,0
7.25293,0,1.51855,0
7.2624,0,1.52021,0
7.27187,0,1.52188,0
7.28135,0,1.52354,0
7.29082,0,1.5252,0
7.30029,0,1.52686,0
7.30977,0,1.52852,0
7.31924,0,1.53018,0
7.32871,0,1.53184,0
7.33818,0,1.5335,0
7.34766,0,1.53516,0
7.35713,0,1.53682,0
7.3666,0,1.53848,1
7.37607,0,1.54014,0
7.38555,0,1.5418,0
7.39502,0,1.54346,0
7.40449,0,1.54512,0
7.41396,0,1.54678,0
7.42344,0,1.54844,0
7.43291,0,1.5501,0
7.44238,0,1.55176,0
7.45186,0,1.55342,0
7.46133,0,1.55508,0
7.4708,0,1.55674,0
7.48027,0,1.5584,0
7.48975,0,1.56006,0
7.49922,0,1.56172,0
7.50869,0,1.56338,0
7.51816,0,1.56504,0
7.52764,0,1.5667,0
7.53711,0,1.56836,0
7.54658,0,1.57002,0
7.55605,0,1.57168,0
7.56553,0,1.57334,0
7.575,0,1.575,0
7.58447,0,1.57666,0
7.59395,0,1.57832,0
7.60342,0,1.57998,0
7.61289,0,1.58164,0
7.62236,0,1.5833,1
7.63184,0,1.58496,0
7.64131,0,1.58662,0
7.65078,0,1.58828,1
7.66025,0,1.58994,0
7.66973,0,1.5916,0
7.6792,0,1.59326,0
7.68867,0,1.59492,2
7.69814,0,1.59658,0
7.70762,0,1.59824,0
7.71709,0,1.5999,0
7.72656,0,1.60156,1
7.73604,0,1.60322,0
7.74551,1,1.60488,0
7.75498,0,1.60654,0
7.76445,0,1.6082,1
7.77393,0,1.60986,1
7.7834,0,1.61152,0
7.79287,0,1.61318,0
7.80234,0,1.61484,0
7.81182,0,1.6165,0
7.82129,0,1.61816,0
7.83076,0,1.61982,0
7.84023,0,1.62148,0
7.84971,0,1.62314,1
7.85918,0,1.6248,0
7.86865,0,1.62646,0
7.87812,0,1.62813,0
7.8876,0,1.62979,0
7.89707,0,1.63145,0
7.90654,0,1.63311,0
7.91602,0,1.63477,0
7.92549,0,1.63643,0
7.93496,0,1.63809,0
7.94443,0,1.63975,0
7.95391,0,1.64141,0
7.96338,0,1.64307,0
7.97285,0,1.64473,0
7.98232,0,1.64639,0
7.9918,0,1.64805,1
8.00127,0,1.64971,0
8.01074,0,1.65137,0
8.02021,0,1.65303,0
8.02969,0,1.65469,0
8.03916,0,1.65635,0
8.04863,0,1.65801,0
8.05811,0,1.65967,0
8.06758,0,1.66133,0
8.07705,0,1.66299,0
8.08652,0,1.66465,0
8.096,0,1.66631,0
8.10547,0,1.66797,0
8.11494,0,1.66963,0
8.12441,0,1.67129,0
8.13389,0,1.67295,0
8.14336,0,1.67461,0
8.15283,0,1.67627,0
8.1623,0,1.67793,0
8.17178,0,1.67959,0
8.18125,0,1.68125,0
8.19072,0,1.68291,0
8.2002,0,1.68457,0
8.20967,0,1.68623,0
8.21914,0,1.68789,0
8.22861,0,1.68955,0
8.23809,0,1.69121,0
8.24756,0,1.69287,0
8.25703,0,1.69453,0
8.2665,0,1.69619,0
8.27598,0,1.69785,0
8.28545,0,1.69951,0
8.29492,0,1.70117,0
8.30439,0,1.70283,0
8.31387,0,1.70449,0
8.32334,0,1.70615,0
8.33281,0,1.70781,0
8.34229,0,1.70947,0
8.35176,0,1.71113,0
8.36123,0,1.71279,0
8.3707,0,1.71445,0
8.38018,0,1.71611,0
8.38965,0,1.71777,0
8.39912,0,1.71943,0
8.40859,0,1.72109,0
8.41807,0,1.72275,0
8.42754,0,1.72441,0
8.43701,0,1.72607,0
8.44648,0,1.72773,0
8.45596,0,1.72939,0
8.46543,0,1.73105,0
8.4749,0,1.73271,0
8.48438,0,1.73438,0
8.49385,0,1.73604,0
8.50332,0,1.7377,0
8.51279,0,1.73936,0
8.52227,0,1.74102,0
8.53174,0,1.74268,0
8.54121,0,1.74434,0
8.55068,0,1.746,0
8.56016,0,1.74766,0
8.56963,0,1.74932,0
8.5791,0,1.75098,0
8.58857,0,1.75264,0
8.59805,0,1.7543,0
8.60752,0,1.75596,1
8.61699,0,1.75762,0
8.62646,0,1.75928,0
8.63594,0,1.76094,0
8.64541,0,1.7626,0
8.65488,0,1.76426,0
8.66436,0,1.76592,0
8.67383,0,1.76758,0
8.6833,0,1.76924,0
8.69277,0,1.7709,0
8.70225,0,1.77256,0
8.71172,0,1.77422,0
8.72119,0,1.77588,0
8.73066,0,1.77754,0
8.74014,0,1.7792,0
8.74961,0,1.78086,0
8.75908,0,1.78252,0
8.76855,0,1.78418,0
8.77803,0,1.78584,0
8.7875,0,1.7875,0
8.79697,0,1.78916,0
8.80645,0,1.79082,0
8.81592,0,1.79248,0
8.82539,0,1.79414,0
8.83486,0,1.7958,0
8.84434,0,1.79746,0
8.85381,0,1.79912,0
8.86328,0,1.80078,0
8.87275,0,1.80244,0
8.88223,0,1.8041,0
8.8917,0,1.80576,0
8.90117,0,1.80742,0
8.91064,0,1.80908,0
8.92012,0,1.81074,0
8.92959,0,1.8124,0
8.93906,0,1.81406,1
8.94854,0,1.81572,0
8.95801,0,1.81738,0
8.96748,0,1.81904,0
8.97695,0,1.8207,0
8.98643,0,1.82236,0
8.9959,0,1.82402,0
9.00537,0,1.82568,0
9.01484,0,1.82734,0
9.02432,0,1.829,0
9.03379,0,1.83066,0
9.04326,0,1.83232,0
9.05273,0,1.83398,0
9.06221,0,1.83564,1
9.07168,0,1.8373,0
9.08115,0,1.83896,0
9.09062,0,1.84062,0
9.1001,0,1.84229,0
9.10957,0,1.84395,0
9.11904,0,1.84561,0
9.12852,0,1.84727,0
9.13799,0,1.84893,0
9.14746,0,1.85059,0
9.15693,0,1.85225,0
9.16641,0,1.85391,0
9.17588,0,1.85557,0
9.18535,0,1.85723,0
9.19482,0,1.85889,0
9.2043,0,1.86055,0
9.21377,0,1.86221,1
9.22324,0,1.86387,0
9.23271,0,1.86553,0
9.24219,0,1.86719,0
9.25166,0,1.86885,0
9.26113,0,1.87051,1
9.27061,0,1.87217,0
9.28008,0,1.87383,0
9.28955,0,1.87549,0
9.29902,0,1.87715,0
9.3085,0,1.87881,0
9.31797,0,1.88047,0
9.32744,0,1.88213,0
9.33691,0,1.88379,0
9.34639,0,1.88545,0
9.35586,0,1.88711,0
9.36533,0,1.88877,0
9.3748,0,1.89043,0
9.38428,0,1.89209,0
9.39375,0,1.89375,0
9.40322,0,1.89541,0
9.4127,0,1.89707,0
9.42217,0,1.89873,0
9.43164,0,1.90039,0
9.44111,0,1.90205,0
9.45059,0,1.90371,0
9.46006,0,1.90537,0
9.46953,0,1.90703,0
9.479,0,1.90869,0
9.48848,0,1.91035,0
9.49795,0,1.91201,0
9.50742,0,1.91367,0
9.51689,0,1.91533,0
9.52637,0,1.91699,0
9.53584,0,1.91865,0
9.54531,0,1.92031,0
9.55479,0,1.92197,0
9.56426,0,1.92363,0
9.57373,0,1.92529,0
9.5832,0,1.92695,0
9.59268,0,1.92861,0
9.60215,0,1.93027,0
9.61162,0,1.93193,0
