Voltage - Ch0, - Ch0,Voltage - Ch1, - Ch1
0.3,95,0.3,0
0.309473,97,0.30166,0
0.318945,109,0.30332,0
0.328418,111,0.30498,0
0.337891,118,0.306641,0
0.347363,98,0.308301,0
0.356836,106,0.309961,0
0.366309,123,0.311621,0
0.375781,126,0.313281,0
0.385254,145,0.314941,0
0.394727,161,0.316602,0
0.404199,165,0.318262,0
0.413672,149,0.319922,0
0.423145,154,0.321582,0
0.432617,166,0.323242,0
0.44209,135,0.324902,0
0.451562,153,0.326562,0
0.461035,153,0.328223,0
0.470508,170,0.329883,0
0.47998,145,0.331543,0
0.489453,137,0.333203,0
0.498926,153,0.334863,0
0.508398,142,0.336523,0
0.517871,147,0.338184,0
0.527344,129,0.339844,0
0.536816,153,0.341504,0
0.546289,140,0.343164,0
0.555762,129,0.344824,0
0.565234,120,0.346484,0
0.574707,132,0.348145,0
0.58418,131,0.349805,0
0.593652,150,0.351465,0
0.603125,131,0.353125,0
0.612598,134,0.354785,0
0.62207,155,0.356445,0
0.631543,136,0.358105,0
0.641016,131,0.359766,0
0.650488,147,0.361426,0
0.659961,131,0.363086,0
0.669434,117,0.364746,0
0.678906,120,0.366406,0
0.688379,140,0.368066,0
0.697852,131,0.369727,0
0.707324,128,0.371387,0
0.716797,130,0.373047,0
0.72627,132,0.374707,0
0.735742,128,0.376367,0
0.745215,117,0.378027,0
0.754687,138,0.379687,0
0.76416,120,0.381348,0
0.773633,137,0.383008,0
0.783105,131,0.384668,0
0.792578,127,0.386328,0
0.802051,119,0.387988,0
0.811523,116,0.389648,0
0.820996,124,0.391309,0
0.830469,113,0.392969,0
0.839941,136,0.394629,0
0.849414,132,0.396289,0
0.858887,120,0.397949,0
0.868359,104,0.399609,0
0.877832,107,0.40127,0
0.887305,122,0.40293,0
0.896777,129,0.40459,0
0.90625,110,0.40625,0
0.915723,112,0.40791,0
0.925195,116,0.40957,0
0.934668,104,0.41123,0
0.944141,114,0.412891,0
0.953613,96,0.414551,0
0.963086,127,0.416211,0
0.972559,107,0.417871,0
0.982031,119,0.419531,0
0.991504,99,0.421191,0
1.00098,110,0.422852,0
1.01045,84,0.424512,0
1.01992,96,0.426172,0
1.02939,105,0.427832,0
1.03887,84,0.429492,0
1.04834,78,0.431152,0
1.05781,99,0.432812,0
1.06729,100,0.434473,0
1.07676,86,0.436133,0
1.08623,91,0.437793,0
1.0957,95,0.439453,0
1.10518,108,0.441113,0
1.11465,106,0.442773,0
1.12412,95,0.444434,0
1.13359,100,0.446094,0
1.14307,96,0.447754,0
1.15254,88,0.449414,0
1.16201,93,0.451074,0
1.17148,93,0.452734,0
1.18096,96,0.454395,0
1.19043,75,0.456055,0
1.1999,87,0.457715,0
1.20937,77,0.459375,0
1.21885,76,0.461035,0
1.22832,88,0.462695,0
1.23779,70,0.464355,0
1.24727,71,0.466016,0
1.25674,82,0.467676,0
1.26621,89,0.469336,0
1.27568,70,0.470996,0
1.28516,85,0.472656,0
1.29463,59,0.474316,0
1.3041,81,0.475977,0
1.31357,65,0.477637,0
1.32305,79,0.479297,0
1.33252,65,0.480957,0
1.34199,71,0.482617,0
1.35146,53,0.484277,0
1.36094,67,0.485938,0
1.37041,64,0.487598,0
1.37988,65,0.489258,0
1.38936,64,0.490918,0
1.39883,66,0.492578,0
1.4083,58,0.494238,0
1.41777,64,0.495898,0
1.42725,51,0.497559,0
1.43672,73,0.499219,0
1.44619,78,0.500879,0
1.45566,69,0.502539,0
1.46514,62,0.504199,0
1.47461,48,0.505859,0
1.48408,59,0.50752,0
1.49355,55,0.50918,0
1.50303,64,0.51084,0
1.5125,72,0.5125,0
1.52197,50,0.51416,0
1.53145,58,0.51582,0
1.54092,49,0.51748,0
1.55039,45,0.519141,0
1.55986,54,0.520801,0
1.56934,43,0.522461,0
1.57881,42,0.524121,0
1.58828,39,0.525781,0
1.59775,57,0.527441,0
1.60723,54,0.529102,0
1.6167,48,0.530762,0
1.62617,59,0.532422,0
1.63564,50,0.534082,0
1.64512,46,0.535742,0
1.65459,44,0.537402,0
1.66406,46,0.539062,0
1.67354,35,0.540723,0
1.68301,57,0.542383,1
1.69248,46,0.544043,0
1.70195,48,0.545703,0
1.71143,44,0.547363,0
1.7209,40,0.549023,0
1.73037,51,0.550684,0
1.73984,55,0.552344,0
1.74932,44,0.554004,0
1.75879,52,0.555664,0
1.76826,43,0.557324,0
1.77773,45,0.558984,0
1.78721,34,0.560645,0
1.79668,39,0.562305,0
1.80615,33,0.563965,0
1.81563,37,0.565625,0
1.8251,39,0.567285,0
1.83457,45,0.568945,0
1.84404,53,0.570605,0
1.85352,29,0.572266,0
1.86299,30,0.573926,0
1.87246,38,0.575586,0
1.88193,37,0.577246,0
1.89141,36,0.578906,0
1.90088,29,0.580566,0
1.91035,49,0.582227,0
1.91982,37,0.583887,0
1.9293,37,0.585547,0
1.93877,44,0.587207,0
1.94824,29,0.588867,0
1.95771,29,0.590527,0
1.96719,42,0.592187,0
1.97666,34,0.593848,0
1.98613,34,0.595508,0
1.99561,36,0.597168,0
2.00508,32,0.598828,0
2.01455,35,0.600488,0
2.02402,29,0.602148,0
2.0335,37,0.603809,0
2.04297,27,0.605469,1
2.05244,36,0.607129,0
2.06191,31,0.608789,0
2.07139,37,0.610449,0
2.08086,32,0.612109,0
2.09033,32,0.61377,0
2.0998,33,0.61543,0
2.10928,41,0.61709,0
2.11875,45,0.61875,0
2.12822,41,0.62041,0
2.1377,50,0.62207,0
2.14717,42,0.62373,0
2.15664,36,0.625391,0
2.16611,38,0.627051,0
2.17559,35,0.628711,0
2.18506,40,0.630371,0
2.19453,34,0.632031,0
2.204,30,0.633691,0
2.21348,38,0.635352,0
2.22295,30,0.637012,0
2.23242,34,0.638672,0
2.24189,38,0.640332,0
2.25137,42,0.641992,0
2.26084,44,0.643652,0
2.27031,39,0.645312,0
2.27979,36,0.646973,0
2.28926,42,0.648633,0
2.29873,42,0.650293,0
2.3082,48,0.651953,0
2.31768,40,0.653613,0
2.32715,46,0.655273,0
2.33662,61,0.656934,0
2.34609,61,0.658594,0
2.35557,61,0.660254,0
2.36504,80,0.661914,0
2.37451,78,0.663574,0
2.38398,79,0.665234,0
2.39346,89,0.666895,0
2.40293,110,0.668555,0
2.4124,107,0.670215,0
2.42187,132,0.671875,0
2.43135,125,0.673535,0
2.44082,161,0.675195,0
2.45029,160,0.676855,0
2.45977,163,0.678516,0
2.46924,171,0.680176,0
2.47871,188,0.681836,0
2.48818,202,0.683496,0
2.49766,189,0.685156,0
2.50713,217,0.686816,0
2.5166,193,0.688477,0
2.52607,196,0.690137,1
2.53555,179,0.691797,0
2.54502,159,0.693457,0
2.55449,189,0.695117,0
2.56396,157,0.696777,0
2.57344,151,0.698438,0
2.58291,142,0.700098,0
2.59238,104,0.701758,0
2.60186,107,0.703418,0
2.61133,85,0.705078,0
2.6208,77,0.706738,0
2.63027,87,0.708398,0
2.63975,55,0.710059,0
2.64922,55,0.711719,0
2.65869,41,0.713379,0
2.66816,46,0.715039,0
2.67764,38,0.716699,0
2.68711,39,0.718359,0
2.69658,32,0.72002,0
2.70605,29,0.72168,0
2.71553,22,0.72334,0
2.725,14,0.725,0
2.73447,25,0.72666,0
2.74395,17,0.72832,0
2.75342,15,0.72998,0
2.76289,9,0.731641,0
2.77236,21,0.733301,0
2.78184,20,0.734961,0
2.79131,19,0.736621,0
2.80078,16,0.738281,0
2.81025,23,0.739941,0
2.81973,22,0.741602,0
2.8292,19,0.743262,0
2.83867,16,0.744922,0
2.84814,25,0.746582,0
2.85762,21,0.748242,0
2.86709,26,0.749902,0
2.87656,14,0.751562,0
2.88604,20,0.753223,0
2.89551,21,0.754883,0
2.90498,22,0.756543,0
2.91445,19,0.758203,0
2.92393,20,0.759863,0
2.9334,20,0.761523,0
2.94287,20,0.763184,0
2.95234,23,0.764844,0
2.96182,15,0.766504,0
2.97129,20,0.768164,0
2.98076,15,0.769824,0
2.99023,18,0.771484,0
2.99971,19,0.773145,0
3.00918,20,0.774805,0
3.01865,21,0.776465,0
3.02812,14,0.778125,0
3.0376,13,0.779785,0
3.04707,19,0.781445,0
3.05654,19,0.783105,0
3.06602,17,0.784766,0
3.07549,24,0.786426,0
3.08496,29,0.788086,0
3.09443,16,0.789746,0
3.10391,12,0.791406,0
3.11338,20,0.793066,0
3.12285,20,0.794727,0
3.13232,19,0.796387,0
3.1418,12,0.798047,0
3.15127,21,0.799707,0
3.16074,20,0.801367,0
3.17021,18,0.803027,0
3.17969,17,0.804687,0
3.18916,13,0.806348,0
3.19863,24,0.808008,0
3.20811,20,0.809668,0
3.21758,9,0.811328,0
3.22705,16,0.812988,0
3.23652,16,0.814648,0
3.246,23,0.816309,0
3.25547,18,0.817969,0
3.26494,18,0.819629,0
3.27441,16,0.821289,0
3.28389,20,0.822949,0
3.29336,28,0.824609,0
3.30283,23,0.82627,0
3.3123,12,0.82793,0
3.32178,26,0.82959,0
3.33125,13,0.83125,0
3.34072,14,0.83291,0
3.3502,28,0.83457,0
3.35967,25,0.83623,0
3.36914,23,0.837891,0
3.37861,15,0.839551,0
3.38809,19,0.841211,0
3.39756,22,0.842871,0
3.40703,16,0.844531,0
3.4165,18,0.846191,0
3.42598,17,0.847852,0
3.43545,24,0.849512,0
3.44492,11,0.851172,0
3.45439,21,0.852832,0
3.46387,18,0.854492,0
3.47334,21,0.856152,0
3.48281,27,0.857812,0
3.49229,21,0.859473,0
3.50176,23,0.861133,0
3.51123,16,0.862793,0
3.5207,21,0.864453,0
3.53018,17,0.866113,0
