Voltage - Ch0, - Ch0,Voltage - Ch1, - Ch1
0.3,1791,0.3,0
0.309473,2035,0.30166,0
0.318945,1916,0.30332,0
0.328418,2040,0.30498,0
0.337891,2159,0.306641,0
0.347363,2171,0.308301,0
0.356836,2246,0.309961,0
0.366309,2241,0.311621,0
0.375781,2341,0.313281,0
0.385254,2342,0.314941,0
0.394727,2409,0.316602,0
0.404199,2603,0.318262,0
0.413672,2779,0.319922,0
0.423145,2791,0.321582,0
0.432617,2894,0.323242,0
0.44209,2745,0.324902,0
0.451562,2785,0.326562,0
0.461035,2533,0.328223,0
0.470508,2567,0.329883,0
0.47998,2463,0.331543,0
0.489453,2631,0.333203,0
0.498926,2613,0.334863,1
0.508398,2581,0.336523,1
0.517871,2436,0.338184,0
0.527344,2496,0.339844,0
0.536816,2468,0.341504,0
0.546289,2468,0.343164,0
0.555762,2445,0.344824,0
0.565234,2397,0.346484,0
0.574707,2514,0.348145,1
0.58418,2507,0.349805,1
0.593652,2467,0.351465,0
0.603125,2483,0.353125,1
0.612598,2550,0.354785,1
0.62207,2630,0.356445,1
0.631543,2646,0.358105,1
0.641016,2661,0.359766,1
0.650488,2715,0.361426,2
0.659961,2782,0.363086,1
0.669434,2764,0.364746,1
0.678906,2842,0.366406,1
0.688379,2788,0.368066,0
0.697852,2860,0.369727,0
0.707324,2955,0.371387,2
0.716797,2960,0.373047,0
0.72627,2760,0.374707,1
0.735742,2905,0.376367,0
0.745215,2966,0.378027,1
0.754687,2969,0.379687,0
0.76416,2954,0.381348,0
0.773633,2997,0.383008,0
0.783105,3001,0.384668,0
0.792578,2952,0.386328,0
0.802051,3007,0.387988,0
0.811523,3024,0.389648,3
0.820996,3081,0.391309,0
0.830469,3100,0.392969,1
0.839941,3023,0.394629,0
0.849414,2978,0.396289,0
0.858887,3028,0.397949,0
0.868359,3131,0.399609,0
0.877832,3078,0.40127,2
0.887305,3154,0.40293,1
0.896777,3104,0.40459,0
0.90625,3046,0.40625,0
0.915723,3116,0.40791,0
0.925195,3122,0.40957,1
0.934668,3135,0.41123,0
0.944141,3247,0.412891,1
0.953613,3242,0.414551,0
0.963086,3349,0.416211,0
0.972559,3329,0.417871,2
0.982031,3491,0.419531,0
0.991504,3444,0.421191,0
1.00098,3605,0.422852,0
1.01045,3808,0.424512,0
1.01992,3919,0.426172,0
1.02939,4035,0.427832,0
1.03887,4357,0.429492,0
1.04834,4194,0.431152,0
1.05781,4429,0.432812,0
1.06729,4536,0.434473,0
1.07676,4652,0.436133,0
1.08623,4684,0.437793,0
1.0957,4614,0.439453,2
1.10518,4503,0.441113,0
1.11465,4558,0.442773,0
1.12412,4358,0.444434,0
1.13359,4334,0.446094,2
1.14307,4309,0.447754,0
1.15254,4181,0.449414,0
