Time (s),Fᵧ (N),rᵧ (m)
0.009999999776482582,-1.4647495746612549,0
0.019999999552965164,-1.4647495746612549,0
0.029999999329447746,-1.4647495746612549,0
0.03999999910593033,-1.4647495746612549,0
0.05000000074505806,-1.4715173244476318,0.00019935234740842134
0.05999999865889549,-1.4782850742340088,0.0003992228303104639
0.07000000029802322,-1.4782850742340088,0.0005990932695567608
0.07999999821186066,-1.4782850742340088,0.0009979273891076446
0.09000000357627869,-1.4918205738067627,0.001397668500430882
0.10000000149011612,-1.4918205738067627,0.0015987047227099538
0.10999999940395355,-1.4918205738067627,0.0019971500150859356
0.11999999731779099,-1.4918205738067627,0.0023968913592398167
0.12999999523162842,-1.4985883235931396,0.0025983161758631468
0.14000000059604645,-1.4985883235931396,0.0027981866151094437
0.15000000596046448,-1.4985883235931396,0.003196114208549261
0.1599999964237213,-1.4985883235931396,0.003397927852347493
0.17000000178813934,-1.5053560733795166,0.0035977980587631464
0.18000000715255737,-1.5121238231658936,0.003797668730840087
0.1899999976158142,-1.5121238231658936,0.003997539170086384
0.20000000298023224,-1.518891453742981,0.004000000189989805
0.20999999344348907,-1.518891453742981,0.004000000189989805
0.2199999988079071,-1.518891453742981,0.004000000189989805
0.23000000417232513,-1.5121238231658936,0.004000000189989805
0.23999999463558197,-1.518891453742981,0.004000000189989805
0.25,-1.525659203529358,0.004000000189989805
0.25999999046325684,-1.5324269533157349,0.004000000189989805
0.27000001072883606,-1.5324269533157349,0.004000000189989805
0.2800000011920929,-1.5324269533157349,0.004000000189989805
0.28999999165534973,-1.5324269533157349,0.004000000189989805
0.30000001192092896,-1.5324269533157349,0.004000000189989805
0.3100000023841858,-1.5324269533157349,0.004000000189989805
0.3199999928474426,-1.5324269533157349,0.004000000189989805
0.33000001311302185,-1.5324269533157349,0.004000000189989805
0.3400000035762787,-1.5391947031021118,0.004000000189989805
0.3499999940395355,-1.5324269533157349,0.004000000189989805
0.36000001430511475,-1.5324269533157349,0.004000000189989805
0.3700000047683716,-1.525659203529358,0.0038047931157052517
0.3799999952316284,-1.525659203529358,0.003604922443628311
0.38999998569488525,-1.518891453742981,0.003210103837773204
0.4000000059604645,-1.518891453742981,0.0026155440136790276
0.4099999964237213,-1.512123703956604,0.002015932695940137
0.41999998688697815,-1.4985883235931396,0.0014163212617859244
0.4300000071525574,-1.4918205738067627,0.0006222798256203532
0.4399999976158142,-1.4782850742340088,-0.0001772020768839866
0.44999998807907104,-1.4715173244476318,-0.0009766839211806655
0.46000000834465027,-1.4647495746612549,-0.0019702070858329535
0.4699999988079071,-1.4512141942977905,-0.0029695595148950815
0.47999998927116394,-1.4444464445114136,-0.003968911711126566
0.49000000953674316,-1.4376786947250366,-0.004968264140188694
0.5,-1.4376786947250366,-0.005774093326181173
0.5099999904632568,-1.4241431951522827,-0.006380180828273296
0.5199999809265137,-1.4376786947250366,-0.006786528043448925
0.5299999713897705,-1.4376786947250366,-0.006993134971708059
0.5400000214576721,-1.4241431951522827,-0.006806995254009962
0.550000011920929,-1.4241431951522827,-0.006607125047594309
0.5600000023841858,-1.4241431951522827,-0.006214507389813662
0.5699999928474426,-1.4241431951522827,-0.0056221503764390945
0.5799999833106995,-1.4173755645751953,-0.0050225392915308475
0.5899999737739563,-1.4241431951522827,-0.004615285433828831
0.6000000238418579,-1.4309109449386597,-0.004215544555336237
0.6100000143051147,-1.4376786947250366,-0.004007901530712843
0.6200000047683716,-1.4376786947250366,-0.004000000189989805
0.6299999952316284,-1.4376786947250366,-0.004000000189989805
