Time (s),Fᵧ (N),rᵧ (m)
0.009999999776482582,2.63649582862854,0
0.019999999552965164,2.63649582862854,0
0.029999999329447746,2.63649582862854,0
0.03999999910593033,2.636526584625244,0
0.05000000074505806,2.6499927043914795,0
0.05999999865889549,2.63649582862854,0
0.07000000029802322,2.6432597637176514,0
0.07999999821186066,2.63649582862854,0
0.09000000357627869,2.6365652084350586,0
0.10000000149011612,2.649954080581665,0
0.10999999940395355,2.6365807056427,0
0.11999999731779099,2.6499388217926025,0
0.12999999523162842,2.6432597637176514,0
0.14000000059604645,2.636603832244873,0
0.15000000596046448,2.6432673931121826,0
0.1599999964237213,2.643143892288208,0
0.17000000178813934,2.636626958847046,0
0.18000000715255737,2.6431286334991455,0
0.1899999976158142,2.63649582862854,0
0.20000000298023224,2.63649582862854,0
0.20999999344348907,2.6434216499328613,0
0.2199999988079071,2.6432673931121826,0
0.23000000417232513,2.643090009689331,0
0.23999999463558197,2.6434450149536133,0
0.25,2.650031328201294,0
0.25999999046325684,2.6498308181762695,0
0.27000001072883606,2.6432597637176514,0
0.2800000011920929,2.636711835861206,0
0.28999999165534973,2.6430437564849854,0
0.30000001192092896,2.63649582862854,0
0.3100000023841858,2.6432597637176514,0
0.3199999928474426,2.63649582862854,0
0.33000001311302185,2.6297318935394287,0
0.3400000035762787,2.6297318935394287,0
0.3499999940395355,2.63649582862854,0
0.36000001430511475,2.63649582862854,0
0.3700000047683716,2.6432597637176514,0
0.3799999952316284,2.643552780151367,0
0.38999998569488525,2.650031328201294,0
0.4000000059604645,2.650031328201294,0
0.4099999964237213,2.642951011657715,0
0.41999998688697815,2.636819839477539,0
0.4300000071525574,2.6429357528686523,0
0.4399999976158142,2.6368353366851807,0
0.44999998807907104,2.650031328201294,0
0.46000000834465027,2.650031328201294,0
0.4699999988079071,2.650031328201294,0
0.47999998927116394,2.6567952632904053,0
0.49000000953674316,2.6571731567382812,0
0.5,2.6564173698425293,-0.000028425243726815097
0.5099999904632568,2.650031328201294,-0.00022899375471752137
0.5199999809265137,2.650031089782715,-0.00042956226388923824
0.5299999713897705,2.650031328201294,-0.0006301308167167008
0.5400000214576721,2.6567952632904053,-0.0008306993404403329
0.550000011920929,2.650031089782715,-0.0010000000474974513
0.5600000023841858,2.650031328201294,-0.0010000000474974513
0.5699999928474426,2.650031328201294,-0.0010000000474974513
0.5799999833106995,2.642819881439209,-0.0010000000474974513
0.5899999737739563,2.636495590209961,-0.0010000000474974513
0.6000000238418579,2.636495590209961,-0.0010000000474974513
0.6100000143051147,2.636495590209961,-0.0010000000474974513
0.6200000047683716,2.6297318935394287,-0.0010000000474974513
0.6299999952316284,2.6292459964752197,-0.0010000000474974513
0.6399999856948853,2.622960329055786,-0.0010000000474974513
0.6499999761581421,2.622960329055786,-0.0010000000474974513
0.6600000262260437,2.615687370300293,-0.0010000000474974513
0.6700000166893005,2.6016275882720947,-0.0010000000474974513
0.6800000071525574,2.5823540687561035,-0.0010000000474974513
0.6899999976158142,2.573993444442749,-0.0009607732645235956
0.699999988079071,2.5119926929473877,-0.0007602046825923026
0.7099999785423279,2.466758966445923,-0.0005596362170763314
0.7200000286102295,2.45997953414917,-0.0003590676642488688
0.7300000190734863,2.4396724700927734,-0.00011699830065481365
0.7400000095367432,2.4261293411254883,0.0002420693781459704
0.75,2.412585973739624,0.0004426378873176873
0.7599999904632568,2.406392812728882,0.0006432064110413194
0.7699999809265137,2.406392812728882,0.0008437749347649515
0.7799999713897705,2.3990275859832764,0.0010000000474974513
0.7900000214576721,2.3922481536865234,0.0010449119145050645
0.800000011920929,2.3860859870910645,0.0012454803800210357
