Time (s),Fᵧ (N),rᵧ (m)
0.009999999776482582,-1.1466662883758545,0
0.019999999552965164,-1.1398985385894775,0
0.029999999329447746,-1.1398985385894775,0
0.03999999910593033,-1.1398985385894775,0
0.05000000074505806,-1.1398985385894775,0
0.05999999865889549,-1.1398985385894775,0
0.07000000029802322,-1.1398985385894775,0
0.07999999821186066,-1.1398985385894775,0
0.09000000357627869,-1.1398985385894775,0
0.10000000149011612,-1.1331307888031006,0
0.10999999940395355,-1.1398985385894775,0
0.11999999731779099,-1.1398985385894775,0
0.12999999523162842,-1.1398985385894775,0
0.14000000059604645,-1.1331307888031006,0
0.15000000596046448,-1.1331307888031006,0
0.1599999964237213,-1.1398985385894775,0
0.17000000178813934,-1.1398985385894775,0
0.18000000715255737,-1.1398985385894775,0
0.1899999976158142,-1.1466662883758545,0
0.20000000298023224,-1.1398985385894775,0
0.20999999344348907,-1.1398985385894775,0
0.2199999988079071,-1.153433918952942,0
0.23000000417232513,-1.1398985385894775,0
0.23999999463558197,-1.1398985385894775,0
0.25,-1.153433918952942,0
0.25999999046325684,-1.1602016687393188,0
0.27000001072883606,-1.153433918952942,0
0.2800000011920929,-1.153433918952942,0
0.28999999165534973,-1.1602016687393188,0
0.30000001192092896,-1.153433918952942,0
0.3100000023841858,-1.153433918952942,0
0.3199999928474426,-1.153433918952942,0
0.33000001311302185,-1.1398985385894775,0
0.3400000035762787,-1.1263630390167236,0
0.3499999940395355,-1.1331307888031006,0
0.36000001430511475,-1.1398985385894775,0
0.3700000047683716,-1.1398985385894775,0
0.3799999952316284,-1.1398985385894775,0
0.38999998569488525,-1.1466662883758545,0
0.4000000059604645,-1.153433918952942,0
0.4099999964237213,-1.153433918952942,0
0.41999998688697815,-1.1602016687393188,0
0.4300000071525574,-1.1669694185256958,4.440892412829259e-18
0.4399999976158142,-1.1669694185256958,0.00020000000949949026
0.44999998807907104,-1.1669694185256958,0.0004000000189989805
0.46000000834465027,-1.1737371683120728,0.0006000000284984708
