Time (s),Voltage (mV),Voltage (V)
0.9399999976158142,-0.07901622354984283,0
0.949999988079071,-0.07902505993843079,0
0.9599999785423279,-0.07926897704601288,0
0.9700000286102295,-0.07901622354984283,0
0.9800000190734863,-0.07901622354984283,0
0.9900000095367432,-0.07901622354984283,0
1,-0.07901622354984283,0
1.0099999904632568,-0.07901622354984283,0
1.0199999809265137,-0.07901622354984283,0
1.0299999713897705,-0.07901621609926224,0
1.0399999618530273,-0.07901621609926224,0
1.0499999523162842,-0.07901621609926224,0
1.059999942779541,-0.07901622354984283,0
1.0700000524520874,-0.07875462621450424,0
1.0800000429153442,-0.07901622354984283,0
1.090000033378601,-0.07874447852373123,0
1.100000023841858,-0.07876476645469666,0
1.1100000143051147,-0.07875462621450424,0
1.1200000047683716,-0.07875462621450424,0
1.1299999952316284,-0.07901622354984283,0
1.1399999856948853,-0.07901622354984283,0
1.149999976158142,-0.07900552451610565,0
1.159999966621399,-0.07876532524824142,0
1.1699999570846558,-0.07927781343460083,0
1.1799999475479126,-0.07900523394346237,0
1.190000057220459,-0.07876560091972351,0
1.2000000476837158,-0.07901622354984283,0
1.2100000381469727,-0.07901622354984283,0
1.2200000286102295,-0.07901622354984283,0
1.2300000190734863,-0.07900477200746536,0
1.2400000095367432,-0.07876607030630112,0
1.25,-0.07901622354984283,0
1.2599999904632568,-0.07900449633598328,0
1.2699999809265137,-0.0787663459777832,0
1.2799999713897705,-0.07901622354984283,0
1.2899999618530273,-0.07901622354984283,0
1.2999999523162842,-0.07874252647161484,0
1.309999942779541,-0.07849293202161789,0
1.3200000524520874,-0.07875452935695648,0
1.3300000429153442,-0.07876690477132797,0
1.340000033378601,-0.07901622354984283,0
1.350000023841858,-0.07874205708503723,0
1.3600000143051147,-0.07850559055805206,0
1.3700000047683716,-0.0790034756064415,0
1.3799999952316284,-0.07849293202161789,0
1.3899999856948853,-0.07849293202161789,0
1.399999976158142,-0.07850596308708191,0
1.409999966621399,-0.07901622354984283,0
1.4199999570846558,-0.07901622354984283,0
1.4299999475479126,-0.07875462621450424,0
1.440000057220459,-0.07900282740592957,0
1.4500000476837158,-0.07876802235841751,0
1.4600000381469727,-0.07874103635549545,0
1.4700000286102295,-0.07850661128759384,0
1.4800000190734863,-0.07901622354984283,0
1.4900000095367432,-0.07900235056877136,0
1.5,-0.07876849174499512,0
1.5099999904632568,-0.07901622354984283,0
1.5199999809265137,-0.07900207489728928,0
1.5299999713897705,-0.07850717008113861,0
1.5399999618530273,-0.07901622354984283,0
1.5499999523162842,-0.07901622354984283,0
1.559999942779541,-0.07900170981884003,0
1.5700000524520874,-0.07875452935695648,0
1.5800000429153442,-0.07875452935695648,0
1.590000033378601,-0.07876932621002197,0
1.600000023841858,-0.07901621609926224,0
1.6100000143051147,-0.07901621609926224,0
1.6200000047683716,-0.07901622354984283,0
1.6299999952316284,-0.07901622354984283,0
1.6399999856948853,-0.07901622354984283,0
1.649999976158142,-0.07901622354984283,0
1.659999966621399,-0.07901622354984283,0
1.6699999570846558,-0.07901622354984283,0
1.6799999475479126,-0.07901622354984283,0
1.690000057220459,-0.07901622354984283,0
1.7000000476837158,-0.07901622354984283,0
1.7100000381469727,-0.07901622354984283,0
1.7200000286102295,-0.07903223484754562,0
1.7300000190734863,-0.07952340692281723,0
1.7400000095367432,-0.07901621609926224,0
1.75,-0.07901621609926224,0
1.7599999904632568,-0.07901622354984283,0
1.7699999809265137,-0.07901622354984283,0
1.7799999713897705,-0.07899965345859528,0
1.7899999618530273,-0.07875452935695648,0
1.7999999523162842,-0.07850968837738037,0
1.809999942779541,-0.07899937778711319,0
1.8200000524520874,-0.07849293202161789,0
1.8300000429153442,-0.07875452935695648,0
1.840000033378601,-0.07877165079116821,0
1.850000023841858,-0.07901622354984283,0
1.8600000143051147,-0.07901622354984283,0
1.8700000047683716,-0.07901621609926224,0
1.8799999952316284,-0.07899872213602066,0
1.8899999856948853,-0.07877211272716522,0
1.899999976158142,-0.07901622354984283,0
1.909999966621399,-0.07901622354984283,0
1.9199999570846558,-0.07901622354984283,0
1.9299999475479126,-0.07901622354984283,0
1.940000057220459,-0.0787365734577179,0
1.9500000476837158,-0.07877267897129059,0
1.9600000381469727,-0.07901622354984283,0
1.9700000286102295,-0.07901622354984283,0
1.9800000190734863,-0.07899779826402664,0
1.9900000095367432,-0.07849293947219849,0
2,-0.07849293202161789,0
2.009999990463257,-0.07851163297891617,0
2.0199999809265137,-0.07901621609926224,0
2.0299999713897705,-0.07901621609926224,0
2.0399999618530273,-0.07901622354984283,0
2.049999952316284,-0.07903529703617096,0
2.059999942779541,-0.0792587399482727,0
2.069999933242798,-0.07901622354984283,0
2.0799999237060547,-0.07899686694145203,0
2.0899999141693115,-0.07877398282289505,0
2.0999999046325684,-0.07901622354984283,0
2.109999895095825,-0.07873498648405075,0
2.119999885559082,-0.07877425849437714,0
2.130000114440918,-0.07901622354984283,0
2.140000104904175,-0.07901622354984283,0
2.1500000953674316,-0.07901621609926224,0
2.1600000858306885,-0.07901621609926224,0
2.1700000762939453,-0.07901621609926224,0
2.180000066757202,-0.07901622354984283,0
2.190000057220459,-0.07901622354984283,0
2.200000047683716,-0.07901622354984283,0
2.2100000381469727,-0.07901622354984283,0
2.2200000286102295,-0.07899556308984756,0
2.2300000190734863,-0.07851368933916092,0
2.240000009536743,-0.07901622354984283,0
2.25,-0.07901622354984283,0
2.259999990463257,-0.07901622354984283,0
2.2699999809265137,-0.07901622354984283,0
2.2799999713897705,-0.07901622354984283,0
2.2899999618530273,-0.07899490743875504,0
2.299999952316284,-0.07877593487501144,0
2.309999942779541,-0.07901621609926224,0
2.319999933242798,-0.07901622354984283,0
2.3299999237060547,-0.07899453490972519,0
2.3399999141693115,-0.07875452935695648,0
2.3499999046325684,-0.07875452935695648,0
2.359999895095825,-0.07877649366855621,0
2.369999885559082,-0.07899416983127594,0
2.380000114440918,-0.07875452935695648,0
2.390000104904175,-0.0787767693400383,0
2.4000000953674316,-0.07901622354984283,0
2.4100000858306885,-0.07875462621450424,0
2.4200000762939453,-0.07899370044469833,0
2.430000066757202,-0.07875452935695648,0
2.440000057220459,-0.07851563394069672,0
2.450000047683716,-0.07901621609926224,0
2.4600000381469727,-0.07875461876392365,0
2.4700000286102295,-0.07899323105812073,0
2.4800000190734863,-0.07849293202161789,0
2.490000009536743,-0.07849293947219849,0
2.5,-0.07851620018482208,0
2.509999990463257,-0.07899286597967148,0
2.5199999809265137,-0.07875452935695648,0
2.5299999713897705,-0.07851647585630417,0
2.5399999618530273,-0.07901622354984283,0
2.549999952316284,-0.07901622354984283,0
2.559999942779541,-0.07901622354984283,0
2.569999933242798,-0.07901622354984283,0
2.5799999237060547,-0.07875461876392365,0
2.5899999141693115,-0.07901621609926224,0
2.5999999046325684,-0.07901621609926224,0
2.609999895095825,-0.07901622354984283,0
2.619999885559082,-0.07873024046421051,0
2.630000114440918,-0.07877900451421738,0
2.640000104904175,-0.07901622354984283,0
2.6500000953674316,-0.07901622354984283,0
2.6600000858306885,-0.07899146527051926,0
2.6700000762939453,-0.07851777970790863,0
2.680000066757202,-0.07901622354984283,0
2.690000057220459,-0.07901622354984283,0
2.700000047683716,-0.07901622354984283,0
2.7100000381469727,-0.07901622354984283,0
2.7200000286102295,-0.07901621609926224,0
2.7300000190734863,-0.07901621609926224,0
2.740000009536743,-0.07901621609926224,0
2.75,-0.07901622354984283,0
2.759999990463257,-0.07901622354984283,0
2.7699999809265137,-0.07901622354984283,0
2.7799999713897705,-0.07899034768342972,0
2.7899999618530273,-0.07878049463033676,0
2.799999952316284,-0.07899016886949539,0
2.809999942779541,-0.07878068089485168,0
2.819999933242798,-0.07898998260498047,0
2.8299999237060547,-0.07849293202161789,0
2.8399999141693115,-0.07878095656633377,0
2.8499999046325684,-0.07898969948291779,0
2.859999895095825,-0.07849293202161789,0
2.869999885559082,-0.07875452935695648,0
2.880000114440918,-0.07878132909536362,0
2.890000104904175,-0.07901622354984283,0
2.9000000953674316,-0.07901622354984283,0
2.9100000858306885,-0.07872754335403442,0
2.9200000762939453,-0.07849293202161789,0
2.930000066757202,-0.07849293202161789,0
2.940000057220459,-0.07878188788890839,0
2.950000047683716,-0.07872717082500458,0
2.9600000381469727,-0.07852047681808472,0
2.9700000286102295,-0.07901622354984283,0
2.9800000190734863,-0.07901622354984283,0
2.990000009536743,-0.07875462621450424,0
3,-0.07872670143842697,0
3.009999990463257,-0.07849293202161789,0
3.0199999809265137,-0.07878263294696808,0
3.0299999713897705,-0.07872642576694489,0
3.0399999618530273,-0.0787828266620636,0
3.049999952316284,-0.07898783683776855,0
3.059999942779541,-0.07878300547599792,0
3.069999933242798,-0.07898765057325363,0
3.0799999237060547,-0.07878319174051285,0
3.0899999141693115,-0.07901622354984283,0
3.0999999046325684,-0.07898737490177155,0
3.109999895095825,-0.07878347486257553,0
3.119999885559082,-0.07901622354984283,0
3.130000114440918,-0.07901622354984283,0
3.140000104904175,-0.07901621609926224,0
3.1500000953674316,-0.07901621609926224,0
3.1600000858306885,-0.07872521132230759,0
3.1700000762939453,-0.07852243632078171,0
3.180000066757202,-0.07872503250837326,0
3.190000057220459,-0.07878421992063522,0
3.200000047683716,-0.07901622354984283,0
3.2100000381469727,-0.07901622354984283,0
3.2200000286102295,-0.07875462621450424,0
3.2300000190734863,-0.07901622354984283,0
3.240000009536743,-0.07901622354984283,0
3.25,-0.07901622354984283,0
3.259999990463257,-0.07901622354984283,0
3.2699999809265137,-0.078985795378685,0
3.2799999713897705,-0.07849293202161789,0
3.2899999618530273,-0.07878514379262924,0
3.299999952316284,-0.07898551225662231,0
3.309999942779541,-0.07878533750772476,0
3.319999933242798,-0.07901622354984283,0
3.3299999237060547,-0.07901622354984283,0
3.3399999141693115,-0.07898513972759247,0
3.3499999046325684,-0.07852411270141602,0
3.359999895095825,-0.07901622354984283,0
3.369999885559082,-0.07872326672077179,0
3.380000114440918,-0.07849293202161789,0
3.390000104904175,-0.07878607511520386,0
3.4000000953674316,-0.07901622354984283,0
3.4100000858306885,-0.07872289419174194,0
3.4200000762939453,-0.07878635823726654,0
3.430000066757202,-0.07901621609926224,0
3.440000057220459,-0.07898420840501785,0
3.450000047683716,-0.07852504402399063,0
3.4600000381469727,-0.07901622354984283,0
3.4700000286102295,-0.07898392528295517,0
3.4800000190734863,-0.07875452935695648,0
3.490000009536743,-0.07849293202161789,0
3.5,-0.07852550595998764,0.019060909748077393
3.509999990463257,-0.06705006211996078,0.306378036737442
3.5199999809265137,-0.05017005652189255,0.30864468216896057
3.5299999713897705,-0.04971219226717949,0.30864468216896057
3.5399999618530273,-0.04971219226717949,0.30864468216896057
3.549999952316284,-0.04971219226717949,0.30864468216896057
3.559999942779541,-0.04971219226717949,0.30864468216896057
3.569999933242798,-0.04971219226717949,0.30864468216896057
3.5799999237060547,-0.04971219226717949,0.3084907531738281
3.5899999141693115,-0.04971219226717949,0.30633002519607544
3.5999999046325684,-0.04971219226717949,0.3077356517314911
3.609999895095825,-0.04971219226717949,0.30638232827186584
3.619999885559082,-0.04971219226717949,0.30864468216896057
3.630000114440918,-0.04971219226717949,0.3084886074066162
3.640000104904175,-0.04971219226717949,0.3063836097717285
3.6500000953674316,-0.04971219226717949,0.30854007601737976
3.6600000858306885,-0.04971219226717949,0.3071378767490387
3.6700000762939453,-0.04967803880572319,0.30864468216896057
3.680000066757202,-0.049484748393297195,0.3084864914417267
3.690000057220459,-0.04971219226717949,0.30585694313049316
3.700000047683716,-0.04971219226717949,0.30095726251602173
3.7100000381469727,-0.05000831559300423,0.3063866198062897
3.7200000286102295,-0.04993926361203194,0.3085380494594574
3.7300000190734863,-0.04971218854188919,0.3068191409111023
3.740000009536743,-0.04967738687992096,0.30370232462882996
3.75,-0.049485400319099426,0.3024665117263794
3.759999990463257,-0.04971219226717949,0.30584993958473206
3.7699999809265137,-0.04971219226717949,0.3011263906955719
3.7799999713897705,-0.04971218854188919,0.3086988627910614
3.7899999618530273,-0.04971219226717949,0.30939623713493347
3.799999952316284,-0.04971219226717949,0.3083179295063019
3.809999942779541,-0.04971219226717949,0.3040825426578522
3.819999933242798,-0.0494505949318409,0.3078935742378235
3.8299999237060547,-0.04971218854188919,0.3085349202156067
3.8399999141693115,-0.04971219226717949,0.307032972574234
3.8499999046325684,-0.04971219226717949,0.30714333057403564
3.859999895095825,-0.04971219226717949,0.30864468216896057
3.869999885559082,-0.04971219226717949,0.30864468216896057
3.880000114440918,-0.04971218854188919,0.30864468216896057
3.890000104904175,-0.04971219226717949,0.30864468216896057
3.9000000953674316,-0.049675896763801575,0.3085328936576843
3.9100000858306885,-0.04922529309988022,0.30714505910873413
3.9200000762939453,-0.04971219226717949,0.30847612023353577
3.930000066757202,-0.04971218854188919,0.3063960671424866
3.940000057220459,-0.04971219226717949,0.30864468216896057
3.950000047683716,-0.04971219226717949,0.30864468216896057
3.9600000381469727,-0.049675341695547104,0.30870142579078674
3.9700000286102295,-0.04948744922876358,0.30939364433288574
3.9800000190734863,-0.04971218854188919,0.3087017238140106
3.990000009536743,-0.04971219226717949,0.30939337611198425
4,-0.04971219226717949,0.30864468216896057
4.010000228881836,-0.0494505949318409,0.30864468216896057
4.019999980926514,-0.04971219226717949,0.3084718585014343
4.03000020980835,-0.04971218854188919,0.3064003884792328
4.039999961853027,-0.04941299930214882,0.3085867762565613
4.050000190734863,-0.04948819428682327,0.3078968822956085
4.059999942779541,-0.04971219226717949,0.30864468216896057
4.070000171661377,-0.04971219226717949,0.30864468216896057
4.079999923706055,-0.04971218854188919,0.30870315432548523
4.090000152587891,-0.04971219226717949,0.30939194560050964
4.099999904632568,-0.04971219226717949,0.30864468216896057
4.110000133514404,-0.04967394471168518,0.30864468216896057
4.119999885559082,-0.04918890818953514,0.30864468216896057
4.130000114440918,-0.04922734200954437,0.30864468216896057
4.139999866485596,-0.049673665314912796,0.3089413344860077
4.150000095367432,-0.049227528274059296,0.31225767731666565
4.159999847412109,-0.04971219226717949,0.3071522116661072
4.170000076293945,-0.04971219226717949,0.30834588408470154
4.179999828338623,-0.04971218854188919,0.3049148917198181
4.190000057220459,-0.04967319965362549,0.3087047338485718
4.199999809265137,-0.049489591270685196,0.3093903958797455
4.210000038146973,-0.04971219226717949,0.30864468216896057
4.21999979019165,-0.04971219226717949,0.30864468216896057
4.230000019073486,-0.0494505949318409,0.30864468216896057
4.239999771118164,-0.04971219226717949,0.30864468216896057
4.25,-0.04971219226717949,0.30864468216896057
4.260000228881836,-0.04971219226717949,0.30864468216896057
4.269999980926514,-0.04997378960251808,0.30864468216896057
4.28000020980835,-0.04971218854188919,0.30864468216896057
4.289999961853027,-0.04971219226717949,0.30864468216896057
4.300000190734863,-0.04971219226717949,0.30864468216896057
4.309999942779541,-0.04971219226717949,0.30864468216896057
4.320000171661377,-0.04967198893427849,0.30845895409584045
4.329999923706055,-0.0494907982647419,0.30641329288482666
4.340000152587891,-0.04971219226717949,0.30864468216896057
4.349999904632568,-0.04971219226717949,0.30864468216896057
4.360000133514404,-0.04971219226717949,0.30864468216896057
4.369999885559082,-0.04971219226717949,0.3083941638469696
4.380000114440918,-0.04971218854188919,0.3055467903614044
4.389999866485596,-0.04940974339842796,0.30715879797935486
4.400000095367432,-0.049229856580495834,0.30864468216896057
4.409999847412109,-0.04971219226717949,0.30864468216896057
4.420000076293945,-0.04971219226717949,0.30864468216896057
4.429999828338623,-0.04971218854188919,0.30864468216896057
4.440000057220459,-0.04975350946187973,0.30864468216896057
4.449999809265137,-0.04993246868252754,0.30864468216896057
4.460000038146973,-0.04971219226717949,0.30864468216896057
4.46999979019165,-0.04971219226717949,0.30864468216896057
4.480000019073486,-0.04971219226717949,0.3084520697593689
4.489999771118164,-0.04971219226717949,0.3064201772212982
4.5,-0.04971219226717949,0.30864468216896057
4.510000228881836,-0.04971219226717949,0.30864468216896057
4.519999980926514,-0.0494505949318409,0.30864468216896057
4.53000020980835,-0.049670033156871796,0.30864468216896057
4.539999961853027,-0.04949275404214859,0.3087097406387329
4.550000190734863,-0.04971219226717949,0.3093853294849396
4.559999942779541,-0.04966975748538971,0.3084486424922943
4.570000171661377,-0.04918890818953514,0.3064236044883728
4.579999923706055,-0.049493126571178436,0.30864468216896057
4.590000152587891,-0.04971219226717949,0.30864468216896057
4.599999904632568,-0.04971219226717949,0.30864468216896057
4.610000133514404,-0.04971219226717949,0.3080500662326813
4.619999885559082,-0.04966919869184494,0.3019878566265106
4.630000114440918,-0.04918890818953514,0.30864468216896057
4.639999866485596,-0.049493685364723206,0.30864468216896057
4.650000095367432,-0.04971219226717949,0.30877798795700073
4.659999847412109,-0.04971219226717949,0.31012284755706787
4.670000076293945,-0.04971219226717949,0.3085777461528778
4.679999828338623,-0.04971219226717949,0.3077046871185303
4.690000057220459,-0.04971219226717949,0.30629435181617737
4.699999809265137,-0.04971219226717949,0.3071676790714264
4.710000038146973,-0.04971219226717949,0.30864468216896057
4.71999979019165,-0.04971218854188919,0.30844175815582275
4.730000019073486,-0.049756210297346115,0.30643048882484436
4.739999771118164,-0.05019136890769005,0.30864468216896057
4.75,-0.04971219226717949,0.30864468216896057
4.760000228881836,-0.04971219226717949,0.30857646465301514
4.769999980926514,-0.04971218854188919,0.30790719389915466
4.78000020980835,-0.04971219226717949,0.30864468216896057
4.789999961853027,-0.04971219226717949,0.3087133467197418
4.800000190734863,-0.04971219226717949,0.30938175320625305
4.809999942779541,-0.04971219226717949,0.30864468216896057
4.820000171661377,-0.04971218854188919,0.30864468216896057
4.829999923706055,-0.04971219226717949,0.30864468216896057
4.840000152587891,-0.04971219226717949,0.30864468216896057
4.849999904632568,-0.050018925219774246,0.30864468216896057
4.860000133514404,-0.04992865398526192,0.30864468216896057
4.869999885559082,-0.04971218854188919,0.30864468216896057
4.880000114440918,-0.049450598657131195,0.30864468216896057
4.889999866485596,-0.04971219226717949,0.30864468216896057
4.900000095367432,-0.04971219226717949,0.30864468216896057
4.909999847412109,-0.049666501581668854,0.30864468216896057
4.920000076293945,-0.04949628934264183,0.30864468216896057
4.929999828338623,-0.04971219226717949,0.30864468216896057
4.940000057220459,-0.04966621845960617,0.30864468216896057
4.949999809265137,-0.049450501799583435,0.30864468216896057
4.960000038146973,-0.049450505524873734,0.30864468216896057
4.96999979019165,-0.04949675127863884,0.3085022270679474
4.980000019073486,-0.049665845930576324,0.307032972574234
4.989999771118164,-0.04923534765839577,0.3065323829650879
5,-0.04971219226717949,0.3020368814468384
5.010000228881836,-0.04971219226717949,0.30864468216896057
5.019999980926514,-0.04966547340154648,0.30864468216896057
5.03000020980835,-0.04923572018742561,0.30864468216896057
5.039999961853027,-0.049450598657131195,0.30864468216896057
5.050000190734863,-0.0494505949318409,0.30864468216896057
5.059999942779541,-0.0494505949318409,0.30849963426589966
5.070000171661377,-0.04966500774025917,0.3071056604385376
5.079999923706055,-0.049497779458761215,0.30791160464286804
5.090000152587891,-0.04971219226717949,0.30864468216896057
5.099999904632568,-0.049664732068777084,0.30864468216896057
5.110000133514404,-0.04918890818953514,0.30864468216896057
5.119999885559082,-0.04918890818953514,0.30864468216896057
5.130000114440918,-0.049450501799583435,0.30864468216896057
5.139999866485596,-0.049498338252305984,0.3085710108280182
5.150000095367432,-0.04971219226717949,0.3079126477241516
5.159999847412109,-0.04971219226717949,0.30871862173080444
5.170000076293945,-0.04940248280763626,0.30937647819519043
5.179999828338623,-0.049450505524873734,0.30864468216896057
5.190000057220459,-0.0492372065782547,0.30864468216896057
5.199999809265137,-0.049402203410863876,0.3087192177772522
5.210000038146973,-0.04949898645281792,0.30937591195106506
5.21999979019165,-0.0494505949318409,0.30864468216896057
5.230000019073486,-0.049663521349430084,0.30864468216896057
5.239999771118164,-0.04923767223954201,0.30864468216896057
5.25,-0.04971219226717949,0.30864468216896057
5.260000228881836,-0.0494505949318409,0.30872005224227905
5.269999980926514,-0.04966314509510994,0.30937501788139343
5.28000020980835,-0.049499642103910446,0.30864468216896057
5.289999961853027,-0.04971219226717949,0.3080381751060486
5.300000190734863,-0.04971219226717949,0.30280548334121704
5.309999942779541,-0.0494505949318409,0.30864468216896057
5.320000171661377,-0.04971218854188919,0.3087971806526184
5.329999923706055,-0.049450598657131195,0.3101036548614502
5.340000152587891,-0.04971219226717949,0.30864468216896057
5.349999904632568,-0.0494505949318409,0.30856800079345703
5.360000133514404,-0.0494505949318409,0.3077620267868042
5.369999885559082,-0.04971218854188919,0.30718687176704407
5.380000114440918,-0.04971219226717949,0.30849048495292664
5.389999866485596,-0.04997378960251808,0.3071874678134918
5.400000095367432,-0.04971219226717949,0.30864468216896057
5.409999847412109,-0.04971219226717949,0.30864468216896057
5.420000076293945,-0.04971218854188919,0.30864468216896057
5.429999828338623,-0.04971219226717949,0.30864468216896057
5.440000057220459,-0.04971219226717949,0.30848875641822815
5.449999809265137,-0.0494505949318409,0.3071891963481903
5.460000038146973,-0.04971219226717949,0.30864468216896057
5.46999979019165,-0.04939969256520271,0.3087230920791626
5.480000019073486,-0.049239907413721085,0.30937203764915466
5.489999771118164,-0.04971219226717949,0.30864468216896057
5.5,-0.0494505949318409,0.30848702788352966
5.510000228881836,-0.04971219226717949,0.3071908950805664
5.519999980926514,-0.04971219226717949,0.30864468216896057
5.53000020980835,-0.04971219226717949,0.30864468216896057
5.539999961853027,-0.04971219226717949,0.30864468216896057
5.550000190734863,-0.04971219226717949,0.30864468216896057
5.559999942779541,-0.04971219226717949,0.30864468216896057
5.570000171661377,-0.04971219226717949,0.30864468216896057
5.579999923706055,-0.04971219226717949,0.30872464179992676
5.590000152587891,-0.04971219226717949,0.30953067541122437
5.599999904632568,-0.0494505949318409,0.3100959062576294
5.610000133514404,-0.04971219226717949,0.30864468216896057
5.619999885559082,-0.04971219226717949,0.30864468216896057
5.630000114440918,-0.04971219226717949,0.30864468216896057
5.639999866485596,-0.04971219226717949,0.308725506067276
5.650000095367432,-0.04971219226717949,0.30936959385871887
5.659999847412109,-0.04971219226717949,0.30864468216896057
5.670000076293945,-0.04971219226717949,0.30864468216896057
5.679999828338623,-0.04971219226717949,0.3085632920265198
5.690000057220459,-0.04971219226717949,0.3078388273715973
5.699999809265137,-0.04971219226717949,0.30792051553726196
5.710000038146973,-0.04971218854188919,0.30864468216896057
5.71999979019165,-0.04971219226717949,0.30864468216896057
5.730000019073486,-0.04971219226717949,0.3080698549747467
5.739999771118164,-0.04971219226717949,0.3034149706363678
5.75,-0.0494505949318409,0.307032972574234
5.760000228881836,-0.04965858533978462,0.30719807744026184
5.769999980926514,-0.049504201859235764,0.3085619807243347
5.78000020980835,-0.04971219226717949,0.3077560067176819
5.789999961853027,-0.049396712332963943,0.307032972574234
5.800000190734863,-0.04918890818953514,0.3066173791885376
5.809999942779541,-0.049450501799583435,0.30341997742652893
5.820000171661377,-0.04950466752052307,0.30719977617263794
5.829999923706055,-0.04965793713927269,0.30864468216896057
5.840000152587891,-0.0492432564496994,0.30864468216896057
5.849999904632568,-0.04971219226717949,0.30864468216896057
5.860000133514404,-0.049766723066568375,0.3087286651134491
5.869999885559082,-0.0499192550778389,0.3093664348125458
5.880000114440918,-0.049766913056373596,0.30864468216896057
5.889999866485596,-0.04997388273477554,0.3087290823459625
5.900000095367432,-0.04997388273477554,0.30936598777770996
5.909999847412109,-0.04991888254880905,0.30864468216896057
5.920000076293945,-0.050028879195451736,0.30847498774528503
5.929999828338623,-0.04991869628429413,0.3072029650211334
5.940000057220459,-0.04997378960251808,0.30864468216896057
5.949999809265137,-0.04971219226717949,0.308388888835907
5.960000038146973,-0.04971218854188919,0.30648335814476013
5.96999979019165,-0.04971219226717949,0.30864468216896057
5.980000019073486,-0.049450598657131195,0.30864468216896057
5.989999771118164,-0.04971219226717949,0.30864468216896057
6,-0.04971219226717949,0.30847272276878357
6.010000228881836,-0.04971218854188919,0.3072052299976349
6.019999980926514,-0.04965616762638092,0.30864468216896057
