Time (s),Voltage (mV),Voltage (V),Voltage (V)
0.009999999776482582,-0.07875451445579529,0,0
0.019999999552965164,-0.07875474542379379,0,0
0.029999999329447746,-0.07875429093837738,0,0
0.03999999910593033,-0.0787549689412117,0,0
0.05000000074505806,-0.07901622354984283,0,0
0.05999999865889549,-0.07901622354984283,0,0
0.07000000029802322,-0.07901622354984283,0,0
0.07999999821186066,-0.07875373214483261,0,0
0.09000000357627869,-0.07849395275115967,0,0
0.10000000149011612,-0.07875464111566544,0,0
0.10999999940395355,-0.07901622354984283,0,0
0.11999999731779099,-0.07875463366508484,0,0
0.12999999523162842,-0.07901622354984283,0,0
0.14000000059604645,-0.07901622354984283,0,0
0.15000000596046448,-0.07901622354984283,0,0
0.1599999964237213,-0.07901622354984283,0,0
0.17000000178813934,-0.07901622354984283,0,0
0.18000000715255737,-0.07875463366508484,0,0
0.1899999976158142,-0.07901407778263092,0,0
0.20000000298023224,-0.07875678688287735,0,0
0.20999999344348907,-0.07901384681463242,0,0
0.2199999988079071,-0.07849542051553726,0,0
0.23000000417232513,-0.07901622354984283,0,0
0.23999999463558197,-0.07875192165374756,0,0
0.25,-0.07875452190637589,0,0
0.25999999046325684,-0.07849293202161789,0,0
0.27000001072883606,-0.07875452190637589,0,0
0.2800000011920929,-0.07875452190637589,0,0
0.28999999165534973,-0.07849621027708054,0,0
0.30000001192092896,-0.07875464111566544,0,0
0.3100000023841858,-0.07901271432638168,0,0
0.3199999928474426,-0.07875452190637589,0,0
0.33000001311302185,-0.07875825464725494,0,0
0.3400000035762787,-0.07901622354984283,0,0
0.3499999940395355,-0.07901622354984283,0,0
0.36000001430511475,-0.07901214808225632,0,0
0.3700000047683716,-0.07875870913267136,0,0
0.3799999952316284,-0.07875463366508484,0,0
0.38999998569488525,-0.07901622354984283,0,0
0.4000000059604645,-0.07875010371208191,0,0
0.4099999964237213,-0.07849293202161789,0,0
0.41999998688697815,-0.07849293202161789,0,0
0.4300000071525574,-0.07849293202161789,0,0
0.4399999976158142,-0.07849293202161789,0,0
0.44999998807907104,-0.07849293202161789,0,0
0.46000000834465027,-0.07849293202161789,0,0
0.4699999988079071,-0.07875452190637589,0,0
0.47999998927116394,-0.07875452190637589,0,0
0.49000000953674316,-0.07876006513834,0,0
0.5,-0.07875463366508484,0,0
0.5099999904632568,-0.07875463366508484,0,0
0.5199999809265137,-0.07874874770641327,0,0
0.5299999713897705,-0.07849892973899841,0,0
0.5400000214576721,-0.07901622354984283,0,0
0.550000011920929,-0.07874841243028641,0,0
0.5600000023841858,-0.07849293202161789,0,0
0.5699999928474426,-0.07849293202161789,0,0
0.5799999833106995,-0.07849949598312378,0,0
0.5899999737739563,-0.07875463366508484,0,0
0.6000000238418579,-0.07874784618616104,0,0
0.6100000143051147,-0.07876142859458923,0,0
0.6200000047683716,-0.07901622354984283,0,0
0.6299999952316284,-0.07900909334421158,0,0
0.6399999856948853,-0.0785001739859581,0,0
0.6499999761581421,-0.07874727249145508,0,0
0.6600000262260437,-0.07875452190637589,0,0
0.6700000166893005,-0.07849293202161789,0,0
0.6800000071525574,-0.07849293202161789,0,0
0.6899999976158142,-0.07850074023008347,0,0
0.699999988079071,-0.07874670624732971,0,0
0.7099999785423279,-0.07876255363225937,0,0
0.7200000286102295,-0.0787464827299118,0,0
0.7300000190734863,-0.07850119471549988,0,0
0.7400000095367432,-0.0787462592124939,0,0
0.75,-0.07850141823291779,0,0
0.7599999904632568,-0.07901622354984283,0,0
0.7699999809265137,-0.07875463366508484,0,0
0.7799999713897705,-0.07874580472707748,0,0
0.7900000214576721,-0.07875452190637589,0,0
0.800000011920929,-0.07823134958744049,0,0
0.8100000023841858,-0.07849293202161789,0,0
0.8199999928474426,-0.07849293202161789,0,0
0.8299999833106995,-0.07875452190637589,0,0
0.8399999737739563,-0.07849293202161789,0,0
0.8500000238418579,-0.07876414060592651,0,0
0.8600000143051147,-0.07900649309158325,0,0
0.8700000047683716,-0.07876436412334442,0,0
0.8799999952316284,-0.07875463366508484,0,0
0.8899999856948853,-0.07901622354984283,0,0
0.8999999761581421,-0.07901622354984283,0,0
0.9100000262260437,-0.07901622354984283,0,0
0.9200000166893005,-0.07901622354984283,0,0
0.9300000071525574,-0.07901622354984283,0,0
0.9399999976158142,-0.07901622354984283,0,0
0.949999988079071,-0.07874388247728348,0,0
0.9599999785423279,-0.07875452190637589,0,0
0.9700000286102295,-0.07876549661159515,0,0
0.9800000190734863,-0.07900512963533401,0,0
0.9900000095367432,-0.07876572757959366,0,0
1,-0.07875463366508484,0,0
1.0099999904632568,-0.07875463366508484,0,0
1.0199999809265137,-0.07875463366508484,0,0
1.0299999713897705,-0.07900456339120865,0,0
1.0399999618530273,-0.07876628637313843,0,0
1.0499999523162842,-0.07900433987379074,0,0
1.059999942779541,-0.07875452190637589,0,0
1.0700000524520874,-0.07876662909984589,0,0
1.0800000429153442,-0.07875463366508484,0,0
1.090000033378601,-0.07874229550361633,0,0
1.100000023841858,-0.07849293202161789,0,0
1.1100000143051147,-0.0787670835852623,0,0
1.1200000047683716,-0.07900354266166687,0,0
1.1299999952316284,-0.07875452190637589,0,0
1.1399999856948853,-0.07849293202161789,0,0
1.149999976158142,-0.07850594073534012,0,0
1.159999966621399,-0.07900309562683105,0,0
1.1699999570846558,-0.07876776158809662,0,0
1.1799999475479126,-0.07901622354984283,0,0
1.190000057220459,-0.07901623100042343,0,0
1.2000000476837158,-0.07900264114141464,0,0
1.2100000381469727,-0.07876821607351303,0,0
1.2200000286102295,-0.07901622354984283,0,0
1.2300000190734863,-0.07901622354984283,0,0
1.2400000095367432,-0.07901622354984283,0,0
1.25,-0.07900207489728928,0,0
1.2599999904632568,-0.0785071849822998,0,0
1.2699999809265137,-0.07901622354984283,0,0
1.2799999713897705,-0.07901622354984283,0,0
1.2899999618530273,-0.07901622354984283,0,0
1.2999999523162842,-0.07900150865316391,0,0
1.309999942779541,-0.07876934856176376,0,0
1.3200000524520874,-0.07901622354984283,0,0
1.3300000429153442,-0.07901622354984283,0,0
1.340000033378601,-0.07901622354984283,0,0
1.350000023841858,-0.07901622354984283,0,0
1.3600000143051147,-0.07901622354984283,0,0
1.3700000047683716,-0.07901622354984283,0,0
1.3799999952316284,-0.07901622354984283,0,0
1.3899999856948853,-0.07901622354984283,0,0
1.399999976158142,-0.07901622354984283,0,0
1.409999966621399,-0.07901622354984283,0,0
1.4199999570846558,-0.07901622354984283,0,0
1.4299999475479126,-0.07901622354984283,0,0
1.440000057220459,-0.07901622354984283,0,0
1.4500000476837158,-0.07901622354984283,0,0
1.4600000381469727,-0.07901622354984283,0,0
1.4700000286102295,-0.07873799651861191,0,0
1.4800000190734863,-0.07850967347621918,0,0
1.4900000095367432,-0.07875463366508484,0,0
1.5,-0.07875463366508484,0,0
1.5099999904632568,-0.07899913936853409,0,0
1.5199999809265137,-0.07877172529697418,0,0
1.5299999713897705,-0.07901622354984283,0,0
1.5399999618530273,-0.07901622354984283,0,0
1.5499999523162842,-0.07901622354984283,0,0
1.559999942779541,-0.07875463366508484,0,0
1.5700000524520874,-0.07901622354984283,0,0
1.5800000429153442,-0.07901622354984283,0,0
1.590000033378601,-0.07901622354984283,0,0
1.600000023841858,-0.07901622354984283,0,0
1.6100000143051147,-0.07901622354984283,0,0
1.6200000047683716,-0.07875463366508484,0,0
1.6299999952316284,-0.07901622354984283,0,0
1.6399999856948853,-0.07901622354984283,0,0
1.649999976158142,-0.07901622354984283,0,0
1.659999966621399,-0.07901622354984283,0,0
1.6699999570846558,-0.07901622354984283,0,0
1.6799999475479126,-0.07901623100042343,0,0
1.690000057220459,-0.07901622354984283,0,0
1.7000000476837158,-0.07901622354984283,0,0
1.7100000381469727,-0.07875463366508484,0,0
1.7200000286102295,-0.07901622354984283,0,0
1.7300000190734863,-0.07899665087461472,0,0
1.7400000095367432,-0.07877421379089355,0,0
1.75,-0.07901622354984283,0,0
1.7599999904632568,-0.07901622354984283,0,0
1.7699999809265137,-0.07901622354984283,0,0
1.7799999713897705,-0.07901622354984283,0,0
1.7899999618530273,-0.07901622354984283,0,0
1.7999999523162842,-0.07901622354984283,0,0
1.809999942779541,-0.07901622354984283,0,0
1.8200000524520874,-0.07901622354984283,0,0
1.8300000429153442,-0.07873392105102539,0,0
1.840000033378601,-0.07877533882856369,0,0
1.850000023841858,-0.07901622354984283,0,0
1.8600000143051147,-0.07875463366508484,0,0
1.8700000047683716,-0.07899506390094757,0,0
1.8799999952316284,-0.0785142108798027,0,0
1.8899999856948853,-0.07901622354984283,0,0
1.899999976158142,-0.07901622354984283,0,0
1.909999966621399,-0.07875463366508484,0,0
1.9199999570846558,-0.07875463366508484,0,0
1.9299999475479126,-0.07901622354984283,0,0
1.940000057220459,-0.07875463366508484,0,0
1.9500000476837158,-0.07901622354984283,0,0
1.9600000381469727,-0.07875463366508484,0,0
1.9700000286102295,-0.07901622354984283,0,0
1.9800000190734863,-0.07901622354984283,0,0
1.9900000095367432,-0.07901622354984283,0,0
2,-0.07899358868598938,0,0
2.009999990463257,-0.07849293202161789,0,0
2.0199999809265137,-0.07877738028764725,0,0
2.0299999713897705,-0.07899324595928192,0,0
2.0399999618530273,-0.07877760380506516,0,0
2.049999952316284,-0.07873143255710602,0,0
2.059999942779541,-0.07877782732248306,0,0
2.069999933242798,-0.07873120903968811,0,0
2.0799999237060547,-0.07851647585630417,0,0
2.0899999141693115,-0.0787309855222702,0,0
2.0999999046325684,-0.07851669937372208,0,0
2.109999895095825,-0.0787307545542717,0,0
2.119999885559082,-0.07877851277589798,0,0
2.130000114440918,-0.07901622354984283,0,0
2.140000104904175,-0.07899200171232224,0,0
2.1500000953674316,-0.07851725816726685,0,0
2.1600000858306885,-0.07873018831014633,0,0
2.1700000762939453,-0.07849293202161789,0.10884105414152145,0.006164382211863995
2.180000066757202,-0.03254418447613716,2.3185458183288574,0.1312793344259262
2.190000057220459,0.037849754095077515,2.3046813011169434,0.1294000893831253
2.200000047683716,0.04003133997321129,2.319152355194092,0.12279757857322693
2.2100000381469727,0.03976975381374359,2.3170039653778076,0.1288992166519165
2.2200000286102295,0.03976975381374359,2.3199961185455322,0.1279384195804596
2.2300000190734863,0.03979498893022537,2.3185393810272217,0.12441348284482956
2.240000009536743,0.040267691016197205,2.319643974304199,0.1302371621131897
2.25,0.03976975381374359,2.3116402626037598,0.12453391402959824
2.259999990463257,0.03976975381374359,2.319364547729492,0.13257315754890442
2.2699999809265137,0.03976975381374359,2.3062007427215576,0.12490842491388321
2.2799999713897705,0.03976975381374359,2.3178257942199707,0.12514683604240417
2.2899999618530273,0.03976975381374359,2.306286096572876,0.12966378033161163
2.299999952316284,0.03976975381374359,2.319913148880005,0.12813186645507812
2.309999942779541,0.04003133997321129,2.3170111179351807,0.12809160351753235
2.319999933242798,0.04003134369850159,2.320073366165161,0.12732601165771484
2.3299999237060547,0.03976975381374359,2.3193423748016357,0.12720419466495514
2.3399999141693115,0.03979623690247536,2.306220293045044,0.12507155537605286
2.3499999046325684,0.04026644676923752,2.3185436725616455,0.12809091806411743
2.359999895095825,0.03976975753903389,2.320073366165161,0.1272437572479248
2.369999885559082,0.040058162063360214,2.3193297386169434,0.1255490630865097
2.380000114440918,0.04029304161667824,2.3060238361358643,0.12282267212867737
2.390000104904175,0.04000440984964371,2.3147239685058594,0.1287711262702942
2.4000000953674316,0.04003134369850159,2.320073366165161,0.12563063204288483
2.4100000858306885,0.03976975381374359,2.31977915763855,0.12439657747745514
2.4200000762939453,0.039508167654275894,2.31451678276062,0.12957489490509033
2.430000066757202,0.03976975381374359,2.316213607788086,0.12639310956001282
2.440000057220459,0.03976975381374359,2.319267511367798,0.12401752173900604
2.450000047683716,0.04003133997321129,2.3184564113616943,0.12283243238925934
2.4600000381469727,0.03976975381374359,2.304727792739868,0.1285947561264038
2.4700000286102295,0.04003133997321129,2.3184187412261963,0.12261998653411865
2.4800000190734863,0.0397978201508522,2.3176558017730713,0.12460587918758392
2.490000009536743,0.03974168747663498,2.3172218799591064,0.1193975880742073
2.5,0.039508167654275894,2.310032844543457,0.1217285543680191
2.509999990463257,0.03976975381374359,2.316868305206299,0.12244710326194763
2.5199999809265137,0.03976975381374359,2.303940773010254,0.12225592136383057
2.5299999713897705,0.03976975381374359,2.3176558017730713,0.131499782204628
2.5399999618530273,0.03976975381374359,2.3176114559173584,0.12042739242315292
2.549999952316284,0.03976975753903389,2.316849946975708,0.1261201947927475
2.559999942779541,0.039508163928985596,2.316849946975708,0.11980278789997101
2.569999933242798,0.03976975381374359,2.316805124282837,0.1289825290441513
2.5799999237060547,0.03976975381374359,2.3160440921783447,0.1295187771320343
2.5899999141693115,0.03976975753903389,2.3160440921783447,0.12584970891475677
2.5999999046325684,0.039508163928985596,2.3160440921783447,0.1283131241798401
2.609999895095825,0.03976975381374359,2.3160440921783447,0.13090044260025024
2.619999885559082,0.03976975381374359,2.3160440921783447,0.12320538610219955
2.630000114440918,0.03976975753903389,2.3160898685455322,0.1220516636967659
2.640000104904175,0.03976975381374359,2.316849946975708,0.12813186645507812
2.6500000953674316,0.03976975381374359,2.316849946975708,0.12813186645507812
2.6600000858306885,0.03976975381374359,2.316803455352783,0.1278073638677597
2.6700000762939453,0.039508163928985596,2.3160905838012695,0.12244430929422379
2.680000066757202,0.03976975381374359,2.316849946975708,0.12191851437091827
2.690000057220459,0.03973931074142456,2.316849946975708,0.1257142871618271
2.700000047683716,0.039538610726594925,2.316849946975708,0.12562018632888794
2.7100000381469727,0.03976975381374359,2.316849946975708,0.12433871626853943
2.7200000286102295,0.039508163928985596,2.316849946975708,0.12780003249645233
2.7300000190734863,0.03976975381374359,2.316849946975708,0.12263358384370804
2.740000009536743,0.03976975381374359,2.316849946975708,0.12486067414283752
2.75,0.03976975381374359,2.316849946975708,0.12419842928647995
2.759999990463257,0.03973852097988129,2.316849946975708,0.1256180852651596
2.7699999809265137,0.03950805217027664,2.316849946975708,0.12405429780483246
2.7799999713897705,0.03953951597213745,2.316849946975708,0.12363585829734802
2.7899999618530273,0.039508163928985596,2.316849946975708,0.1287432461977005
2.799999952316284,0.03976975381374359,2.316849946975708,0.12586067616939545
2.809999942779541,0.03976975381374359,2.3167030811309814,0.12778906524181366
2.819999933242798,0.03976975753903389,2.314579725265503,0.12288402020931244
2.8299999237060547,0.04003133997321129,2.316899299621582,0.12869113683700562
2.8399999141693115,0.03976975381374359,2.316814422607422,0.12471044063568115
2.8499999046325684,0.03976975381374359,2.304452657699585,0.12198299914598465
2.859999895095825,0.03976975753903389,2.312314033508301,0.12652015686035156
2.869999885559082,0.03976975381374359,2.316699981689453,0.12627007067203522
2.880000114440918,0.03976975381374359,2.3146331310272217,0.12244065850973129
2.890000104904175,0.03976975381374359,2.3176558017730713,0.12183608114719391
2.9000000953674316,0.03976975381374359,2.3176558017730713,0.12400148808956146
2.9100000858306885,0.03976975381374359,2.317300796508789,0.12299799174070358
2.9200000762939453,0.039508167654275894,2.312422037124634,0.12993879616260529
2.930000066757202,0.03976975381374359,2.318410634994507,0.12138975411653519
2.940000057220459,0.03976975381374359,2.3172972202301025,0.12898898124694824
2.950000047683716,0.04003133997321129,2.3124260902404785,0.1295379400253296
2.9600000381469727,0.03976975381374359,2.3184616565704346,0.12615905702114105
2.9700000286102295,0.03976975381374359,2.3183581829071045,0.12093088030815125
2.9800000190734863,0.039508163928985596,2.316849946975708,0.12173692137002945
2.990000009536743,0.03973591700196266,2.316901922225952,0.12254295498132706
3,0.039542004466056824,2.317603349685669,0.12361040711402893
3.009999990463257,0.039735689759254456,2.316849946975708,0.12765975296497345
3.0199999809265137,0.03954222798347473,2.316849946975708,0.12098439037799835
3.0299999713897705,0.03976975381374359,2.316849946975708,0.12270206958055496
3.0399999618530273,0.03976975381374359,2.3169028759002686,0.12608514726161957
3.049999952316284,0.03976975753903389,2.3165395259857178,0.13119585812091827
3.059999942779541,0.04006597027182579,2.3017992973327637,0.12909772992134094
3.069999933242798,0.039996713399887085,2.316849946975708,0.13103429973125458
3.0799999237060547,0.03999648243188858,2.316849946975708,0.12662750482559204
3.0899999141693115,0.0395430251955986,2.316903829574585,0.12775489687919617
3.0999999046325684,0.03976975381374359,2.3176019191741943,0.12281500548124313
3.109999895095825,0.03976975381374359,2.316849946975708,0.12754280865192413
3.119999885559082,0.03976975381374359,2.316849946975708,0.1303863376379013
3.130000114440918,0.039734333753585815,2.316849946975708,0.12802276015281677
3.140000104904175,0.03954358771443367,2.316849946975708,0.12662960588932037
3.1500000953674316,0.03976975381374359,2.3169047832489014,0.12780247628688812
3.1600000858306885,0.03976975381374359,2.317600727081299,0.12362713366746902
3.1700000762939453,0.03976975381374359,2.3169050216674805,0.12791088223457336
3.180000066757202,0.039508163928985596,2.3176002502441406,0.12529636919498444
3.190000057220459,0.03976975381374359,2.316849946975708,0.13004910945892334
3.200000047683716,0.03973354026675224,2.316849946975708,0.12368708848953247
3.2100000381469727,0.03928279131650925,2.316849946975708,0.1291055679321289
3.2200000286102295,0.03976975381374359,2.316681385040283,0.13101860880851746
3.2300000190734863,0.03973320126533508,2.314601182937622,0.12668903172016144
3.240000009536743,0.03950805217027664,2.316849946975708,0.12888126075267792
3.25,0.03928324207663536,2.316849946975708,0.12813186645507812
3.259999990463257,0.039508167654275894,2.316849946975708,0.12807504832744598
3.2699999809265137,0.039508167654275894,2.316849946975708,0.12732601165771484
3.2799999713897705,0.03976975753903389,2.3167355060577393,0.12738317251205444
3.2899999618530273,0.03976975381374359,2.3153529167175293,0.12795984745025635
3.299999952316284,0.039508167654275894,2.316964864730835,0.12554174661636353
3.309999942779541,0.039508167654275894,2.318403959274292,0.12370051443576813
3.319999933242798,0.03976975753903389,2.3175978660583496,0.12864844501018524
3.3299999237060547,0.03976975381374359,2.3162693977355957,0.12508252263069153
3.3399999141693115,0.03976975381374359,2.308732748031616,0.127384215593338
3.3499999046325684,0.03976975381374359,2.3086276054382324,0.12789833545684814
3.359999895095825,0.03976975753903389,2.316908597946167,0.1251426488161087
3.369999885559082,0.03973161801695824,2.3176558017730713,0.12830807268619537
3.380000114440918,0.03950805217027664,2.317596912384033,0.13037274777889252
3.390000104904175,0.0395464189350605,2.316849946975708,0.12819094955921173
3.4000000953674316,0.03946968913078308,2.3169093132019043,0.1285822093486786
3.4100000858306885,0.03928505629301071,2.3175370693206787,0.12392428517341614
3.4200000762939453,0.03976975381374359,2.31610369682312,0.12210220843553543
3.430000066757202,0.03973093628883362,2.316610813140869,0.12762489914894104
3.440000057220459,0.03928539529442787,2.3139262199401855,0.13099560141563416
3.450000047683716,0.03976975381374359,2.3163931369781494,0.1267005354166031
3.4600000381469727,0.03976975381374359,2.301938772201538,0.12839503586292267
3.4700000286102295,0.03980902209877968,2.316849946975708,0.12228972464799881
3.4800000190734863,0.0399920716881752,2.316849946975708,0.12919774651527405
3.490000009536743,0.03976975381374359,2.316971778869629,0.12291660904884338
3.5,0.039508167654275894,2.3184006214141846,0.12813186645507812
3.509999990463257,0.03976975753903389,2.3169829845428467,0.1278260052204132
3.5199999809265137,0.03976975381374359,2.3094046115875244,0.12428660690784454
3.5299999713897705,0.03976975381374359,2.316849946975708,0.12682776153087616
3.5399999618530273,0.039468105882406235,2.316849946975708,0.13061115145683289
3.549999952316284,0.039548229426145554,2.316849946975708,0.1305510252714157
3.559999942779541,0.03976975381374359,2.316849946975708,0.12149955332279205
3.569999933242798,0.03976975381374359,2.3169121742248535,0.12862664461135864
3.5799999237060547,0.03976975381374359,2.3175933361053467,0.1253451704978943
3.5899999141693115,0.039729129523038864,2.315598487854004,0.13036176562309265
3.5999999046325684,0.03954879194498062,2.300795555114746,0.12813186645507812
3.609999895095825,0.03976975381374359,2.302733898162842,0.12769146263599396
3.619999885559082,0.039728786796331406,2.316849946975708,0.1231217309832573
3.630000114440918,0.03950805217027664,2.316849946975708,0.13061271607875824
3.640000104904175,0.039549246430397034,2.316913366317749,0.13084782660007477
3.6500000953674316,0.039508167654275894,2.3163199424743652,0.12516286969184875
3.6600000858306885,0.03976975381374359,2.30130672454834,0.128195658326149
3.6700000762939453,0.03976975381374359,2.3074097633361816,0.1288737803697586
3.680000066757202,0.039508163928985596,2.3020153045654297,0.12800359725952148
3.690000057220459,0.03976975381374359,2.316849946975708,0.1265844702720642
3.700000047683716,0.03976975381374359,2.3169143199920654,0.1271970421075821
3.7100000381469727,0.03976975381374359,2.3176558017730713,0.1257789433002472
3.7200000286102295,0.03972765430808067,2.3175909519195557,0.12652015686035156
3.7300000190734863,0.03955026715993881,2.3161346912384033,0.1264551430940628
3.740000009536743,0.03976975753903389,2.308767557144165,0.1256491094827652
3.75,0.03976975381374359,2.3175904750823975,0.12536591291427612
3.759999990463257,0.03976975381374359,2.316981077194214,0.13048392534255981
3.7699999809265137,0.03976975381374359,2.3181989192962646,0.12987500429153442
3.7799999713897705,0.03976975753903389,2.3155016899108887,0.13082830607891083
3.7899999618530273,0.03976975381374359,2.31819748878479,0.12497447431087494
3.799999952316284,0.03976975381374359,2.3140461444854736,0.1257142871618271
3.809999942779541,0.03976975381374359,2.3021934032440186,0.12597988545894623
3.819999933242798,0.03976975753903389,2.3183951377868652,0.12913745641708374
3.8299999237060547,0.039813097566366196,2.3177225589752197,0.13122181594371796
3.8399999141693115,0.03998799994587898,2.3184616565704346,0.12974359095096588
3.8499999046325684,0.03976975381374359,2.318394660949707,0.129273921251297
3.859999895095825,0.03976975381374359,2.317723035812378,0.12437165528535843
3.869999885559082,0.03976975381374359,2.3184616565704346,0.1275283545255661
3.880000114440918,0.03981366381049156,2.3181235790252686,0.129337877035141
3.890000104904175,0.039987433701753616,2.3147714138031006,0.12511180341243744
3.9000000953674316,0.03976975381374359,2.3185296058654785,0.1272580474615097
3.9100000858306885,0.03976975381374359,2.319199323654175,0.1264520138502121
3.9200000762939453,0.03976975381374359,2.3185300827026367,0.1256459653377533
3.930000066757202,0.03976975381374359,2.3178293704986572,0.12483993172645569
3.940000057220459,0.03976975381374359,2.303786277770996,0.12417123466730118
3.950000047683716,0.03976975381374359,2.319267511367798,0.12490842491388321
3.9600000381469727,0.03976975381374359,2.3191983699798584,0.12497743964195251
3.9700000286102295,0.03972482308745384,2.317077875137329,0.12543754279613495
3.9800000190734863,0.039553094655275345,2.3035926818847656,0.12276829034090042
3.990000009536743,0.03976975381374359,2.316988945007324,0.12515799701213837
4,0.03976975381374359,2.3170673847198486,0.11968567222356796
4.010000228881836,0.04003134369850159,2.303741931915283,0.12431222945451736
4.019999980926514,0.03976975381374359,2.3181114196777344,0.1263800412416458
4.03000020980835,0.03976975381374359,2.3147835731506348,0.12504889070987701
4.039999961853027,0.03976975381374359,2.3184616565704346,0.12673138082027435
4.050000190734863,0.03976975753903389,2.3184616565704346,0.12900832295417786
4.059999942779541,0.03976975381374359,2.3184616565704346,0.12889450788497925
4.070000171661377,0.03976975381374359,2.3184616565704346,0.12014419585466385
4.079999923706055,0.03976975381374359,2.3184616565704346,0.12123464792966843
4.090000152587891,0.03976975753903389,2.3184616565704346,0.12462330609560013
4.099999904632568,0.03976975381374359,2.3184616565704346,0.12197079509496689
4.110000133514404,0.03976975381374359,2.3184616565704346,0.12526656687259674
4.119999885559082,0.03972312808036804,2.3185336589813232,0.1286505162715912
4.130000114440918,0.039554789662361145,2.319195508956909,0.1257142871618271
4.139999866485596,0.03976975381374359,2.317018747329712,0.12593074142932892
4.150000095367432,0.03976975381374359,2.303790807723999,0.12755326926708221
4.159999847412109,0.03976975381374359,2.3183891773223877,0.12175748497247696
4.170000076293945,0.03981694579124451,2.3176558017730713,0.12256352603435516
4.179999828338623,0.03998415172100067,2.317582845687866,0.1234424039721489
4.190000057220459,0.03976975381374359,2.316849946975708,0.12520051002502441
4.199999809265137,0.03976975381374359,2.316849946975708,0.12769268453121185
4.210000038146973,0.03981740027666092,2.3169968128204346,0.12366355955600739
4.21999979019165,0.040245283395051956,2.317505359649658,0.12688474357128143
4.230000019073486,0.03981762379407883,2.307321786880493,0.12249084562063217
4.239999771118164,0.04024505987763405,2.302210569381714,0.12293420732021332
4.25,0.03976975381374359,2.316849946975708,0.12725193798542023
4.260000228881836,0.03976975381374359,2.316849946975708,0.12666864693164825
4.269999980926514,0.03981807455420494,2.316849946975708,0.12828069925308228
4.28000020980835,0.03998301923274994,2.316849946975708,0.12966899573802948
