#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384AEE647
#Date Time: 2024-02-14 16:39:15.313
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Wavegen C1 Condition: Rising
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: RampUp
#Frequency: 9.8 Hz
#Period: 102.040816 ms
#Amplitude: 1.75 V
#Offset: 1.25 V
#Symmetry: 100 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.0002000000000000057,2.224930272397696,0.6498495392314706
-0.0001875000000000002,2.22526521460331,0.6501921858795815
-0.0001750000000000015,2.225935099014538,0.6501921858795815
-0.0001625000000000029,2.226604983425766,0.6501921858795815
-0.0001500000000000043,2.22693992563138,0.6501921858795815
-0.0001375000000000057,2.227274867836994,0.6501921858795815
-0.0001250000000000001,2.227609810042609,0.6501921858795815
-0.0001125000000000015,2.227609810042609,0.6501921858795815
-0.0001000000000000029,2.227944752248223,0.6501921858795815
-8.750000000000424e-05,2.228949578865065,0.6501921858795815
-7.500000000000562e-05,2.228614636659451,0.6498495392314706
-6.250000000000006e-05,2.229284521070679,0.6501921858795815
-5.000000000000143e-05,2.229619463276293,0.6501921858795815
-3.750000000000281e-05,2.229954405481907,0.6501921858795815
-2.500000000000419e-05,2.230289347687521,0.6501921858795815
-1.250000000000556e-05,0.7481700878449722,-0.0964348603539858
0,-0.005114932581217517,-0.5014431984210238
1.249999999999862e-05,-0.002770337141919634,-0.5007579051248024
2.499999999999725e-05,-0.002100452730691363,-0.5011005517729132
3.749999999999587e-05,-0.001430568319463092,-0.5000726118285806
4.999999999999449e-05,-0.001095626113848957,-0.5000726118285806
6.250000000000006e-05,-0.001095626113848957,-0.499387318532359
7.499999999999868e-05,-0.001095626113848957,-0.499387318532359
8.74999999999973e-05,-0.001095626113848957,-0.4990446718842481
9.999999999999593e-05,-0.001095626113848957,-0.4983593785880264
0.0001124999999999945,-0.001095626113848957,-0.4976740852918046
0.0001250000000000001,-0.001095626113848957,-0.4973314386436936
0.0001374999999999987,-0.001095626113848957,-0.4969887919955829
0.0001499999999999974,-0.001095626113848957,-0.4969887919955829
0.000162499999999996,-0.001095626113848957,-0.4963034986993612
0.0001749999999999946,-0.001095626113848957,-0.4952755587550286
0.0001875000000000002,-0.001095626113848957,-0.4949329121069174
0.0001999999999999988,-0.001095626113848957,-0.494247618810696
0.0002124999999999974,-0.001095626113848957,-0.494247618810696
0.000224999999999996,-0.001095626113848957,-0.4945902654588069
0.0002374999999999947,-0.001095626113848957,-0.4935623255144743
0.0002499999999999933,-0.001095626113848957,-0.4935623255144743
0.0002624999999999988,-0.001095626113848957,-0.4925343855701417
0.0002749999999999975,-0.001095626113848957,-0.4921917389220309
0.0002874999999999961,-0.001430568319463092,-0.4921917389220309
0.0002999999999999947,-0.001095626113848957,-0.4911637989776983
0.0003124999999999933,-0.001095626113848957,-0.4911637989776983
0.0003249999999999989,-0.001095626113848957,-0.4897932123852549
0.0003374999999999975,-0.001095626113848957,-0.4897932123852549
0.0003499999999999961,-0.001095626113848957,-0.4891079190890331
0.0003624999999999948,-0.001095626113848957,-0.4891079190890331
0.0003749999999999934,-0.001095626113848957,-0.4884226257928117
0.000387499999999999,-0.001095626113848957,-0.4877373324965897
0.0003999999999999976,-0.001095626113848957,-0.4870520392003679
0.0004124999999999962,-0.001095626113848957,-0.4867093925522571
0.0004249999999999948,-0.001095626113848957,-0.4863667459041462
0.0004374999999999934,-0.001095626113848957,-0.4870520392003676
0.000449999999999999,-0.001095626113848957,-0.4867093925522571
0.0004624999999999976,-0.001095626113848957,-0.4860240992560353
0.0004749999999999963,-0.001095626113848957,-0.4853388059598137
0.0004874999999999949,-0.001095626113848957,-0.4846535126635919
0.0004999999999999935,-0.001095626113848957,-0.4843108660154812
0.0005124999999999991,-0.001095626113848957,-0.4839682193673702
0.0005249999999999977,-0.0007606839082348214,-0.4832829260711485
0.0005374999999999963,-0.001095626113848957,-0.4832829260711485
0.0005499999999999949,-0.001095626113848957,-0.4822549861268159
0.0005624999999999936,-0.00143056831946294,-0.4819123394787052
0.0005749999999999991,-0.001095626113848957,-0.4815696928305941
0.0005874999999999977,-0.001430568319463092,-0.4815696928305941
0.0005999999999999964,-0.001095626113848957,-0.4812270461824833
0.000612499999999995,-0.001095626113848957,-0.4805417528862616
0.0006249999999999936,-0.00143056831946294,-0.4801991062381509
0.0006374999999999992,-0.001430568319463092,-0.479513812941929
0.0006499999999999978,-0.001430568319463092,-0.4791711662938181
0.0006624999999999964,-0.001095626113848957,-0.4788285196457073
0.000674999999999995,-0.0007606839082348214,-0.4788285196457073
0.0006874999999999937,-0.001095626113848805,-0.4784858729975966
0.0006999999999999992,-0.001095626113848957,-0.4778005797013747
0.0007124999999999979,-0.001095626113848957,-0.4771152864051529
0.0007249999999999965,-0.001095626113848957,-0.4764299931089312
0.0007374999999999951,-0.001095626113848957,-0.4767726397570421
0.0007499999999999937,-0.001095626113848957,-0.4764299931089314
0.0007624999999999993,-0.001095626113848957,-0.4757446998127095
0.0007749999999999979,-0.001095626113848957,-0.4757446998127095
0.0007874999999999965,-0.001095626113848957,-0.4750594065164878
0.0007999999999999952,-0.001430568319463092,-0.4743741132202661
0.0008124999999999938,-0.001095626113849109,-0.4740314665721554
