#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384AEE647
#Date Time: 2024-01-31 14:24:26.935
#Sample rate: 400000Hz
#Samples: 8192
#Trigger: Source: Wavegen C1 Condition: Rising
#Average: 100
#Channel 1: Range: 20 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 200 uV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 50 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.01025,-0.009037105808960125,0.0006437879887834931
-0.0102475,-0.008923225459051316,0.0005786851256424291
-0.010245,-0.008822742797367064,0.0006300821228590458
-0.0102425,-0.008795947420917945,0.0006026703910101894
-0.01024,-0.008678717648952996,0.0005272881284257999
-0.0102375,-0.008584933831381036,0.0006814791200756878
-0.010235,-0.008574885565212612,0.0005581263267557776
-0.0102325,-0.008474402903528416,0.0006403615223023473
-0.01023,-0.008373920241844128,0.0005581263267557774
-0.0102275,-0.008313630644833541,0.0006060968574912808
-0.010225,-0.008216497405205483,0.0005684057261991035
-0.0102225,-0.008176304340531737,0.0005958174580479597
-0.01022,-0.00806912283473526,0.0005684057261991033
-0.0102175,-0.00794519421865803,0.0006540673882268187
-0.010215,-0.007888254043703627,0.0006951849860001226
-0.0102125,-0.007817916180524657,0.0006506409217457098
-0.01021,-0.007714084096784321,0.0005409939943502844
-0.0102075,-0.007740879473233404,0.000493023463614714
-0.010205,-0.007657143921829822,0.0005821115921235379
-0.0102025,-0.007553311838089486,0.0005821115921235379
-0.0102,-0.007466226864629787,0.0006026703910101755
-0.0101975,-0.007419334955843831,0.0005718321926802119
-0.010195,-0.007325551138271871,0.0006095233239724067
-0.0101925,-0.007188224833970138,0.000636935055821263
-0.01019,-0.007137983503127954,0.0006129497904535154
-0.0101875,-0.007074344484061295,0.000534141061388053
-0.010185,-0.006977211244433167,0.0006403615223023843
-0.0101825,-0.006923620491534862,0.0006095233239724175
-0.01018,-0.006829836673962947,0.000633508589340167
-0.0101775,-0.006826487251906805,0.0005786851256424293
-0.010175,-0.006659016149099735,0.0005889645250857549
-0.0101725,-0.006585328863864628,0.000517008728982474
-0.01017,-0.006514991000685693,0.0005718321926801871
-0.0101675,-0.006454701403675116,0.0005307145949069087
-0.010165,-0.006337471631710225,0.0005786851256424074
-0.0101625,-0.006290579722924195,0.0006026703910101897
-0.01016,-0.006210193593576777,0.0006437879887834836
-0.0101575,-0.006156602840678541,0.0006232291898968409
-0.010155,-0.006082915555443435,0.0005512733937935602
-0.0101525,-0.00599583058198376,0.0005958174580479725
-0.01015,-0.005935540984973215,0.0005923909915668637
-0.0101475,-0.005841757167401302,0.0005889645250857566
-0.010145,-0.005721177973380171,0.0006951849860001224
-0.0101425,-0.005677635486650268,0.0006026703910102177
-0.01014,-0.005533610338236256,0.0006643467876701447
-0.0101375,-0.00551016438384323,0.0005581263267558229
-0.010135,-0.005429778254495875,0.0006574938547079276
-0.0101325,-0.005349392125148482,0.0006472144552646017
-0.01013,-0.005305849638418645,0.0006711997206323621
-0.0101275,-0.005225463509071252,0.0005238616619446915
-0.010125,-0.005148426801780035,0.0005821115921235114
-0.0101225,-0.005024498185702771,0.0006095233239724066
-0.01012,-0.00500775107542201,0.0005615527932368783
-0.0101175,-0.004893870725513256,0.0005444204608313432
-0.010115,-0.004806785752053551,0.000582111592123591
-0.0101125,-0.004743146732986893,0.000698611452481231
-0.01011,-0.00466611002569564,0.0006437879887834928
-0.0101075,-0.004622567538965822,0.0005478469273124954
-0.010105,-0.004538831987562267,0.0006643467876701444
-0.0101025,-0.00445509643615877,0.0006129497904535386
-0.0101,-0.004347914930362209,0.0005170087289824741
-0.0100975,-0.004311071287744617,0.0005923909915668263
-0.010095,-0.00423068515839726,0.0005101557960202567
-0.0100925,-0.004126853074656878,0.000544420460831343
-0.01009,-0.00403306925708492,0.0005786851256424293
-0.0100875,-0.00392923717334454,0.0005307145949069087
-0.010085,-0.003872296998390163,0.0004758911312091958
-0.0100825,-0.003822055667548016,0.0004244941339925418
-0.01008,-0.00373832011614452,0.0005923909915667875
-0.0100775,-0.003724922427919918,0.0005855380586046466
-0.010075,-0.003604343233898807,0.0005684057261991313
-0.0100725,-0.00355745132511285,0.0006300821228590584
-0.01007,-0.003470366351653173,0.000599243924529081
-0.0100675,-0.003343088313519805,0.0005238616619446914
-0.010065,-0.003296196404733827,0.0005615527932368861
-0.0100625,-0.003205762009218053,0.0005684057261991001
-0.01006,-0.003122026457814477,0.0005649792597179949
-0.0100575,-0.003091881659309149,0.0005478469273124596
-0.010055,-0.002964603621175835,0.0005649792597179949
-0.0100525,-0.002897615180052964,0.0006814791200756237
-0.01005,-0.002803831362481049,0.0005409939943502342
-0.0100475,-0.002790433674256484,0.0004450529328791933
-0.010045,-0.002689951012572243,0.0005238616619446914
-0.0100425,-0.002629661415561697,0.0005409939943502348
-0.01004,-0.002529178753877502,0.0006403615223023392
-0.0100375,-0.002421997248080933,0.0004621852652847363
-0.010035,-0.002365057073126511,0.0005684057261990674
-0.0100325,-0.002321514586396695,0.0004895969971336054
-0.01003,-0.002200935392375597,0.0005889645250857221
-0.0100275,-0.002180838860038757,0.0005170087289824741
-0.010025,-0.002083705620410658,0.0005581263267557775
-0.0100225,-0.001999970069007124,0.0004621852652847363
-0.01002,-0.001963126426389569,0.0006095233239724068
-0.0100175,-0.001865993186761514,0.0004621852652848034
-0.010015,-0.00174541399274038,0.0005238616619446914
-0.0100125,-0.001651630175168391,0.0004827440641714021
-0.01001,-0.001584641734045594,0.0005135822625013658
-0.0100075,-0.001510954448810485,0.0004861705306524969
-0.010005,-0.00145066485179994,0.0005855380586046464
-0.0100025,-0.001363579878340264,0.0006780526535945793
-0.01,-0.00125974779459993,0.0007123173184056499
-0.009997499999999999,-0.001239651262263035,0.0006335085893401668
-0.009995,-0.001125770912354281,0.0005718321926802401
-0.0099925,-0.001112373224129663,0.0006883320530379052
-0.009989999999999999,-0.00100184229627696,0.0006232291898968457
-0.0099875,-0.0009147573228173245,0.0006335085893401673
-0.009984999999999999,-0.0008343711934699311,0.0007294496508112087
-0.0099825,-0.0007472862200102555,0.0006232291898968411
-0.009979999999999999,-0.0006602012465505802,0.0005992439245290809
-0.0099775,-0.0005999116495400631,0.0006711997206323293
-0.009974999999999999,-0.0005731162730909051,0.0006335085893401668
-0.009972499999999999,-0.0004625853452382141,0.0006472144552646311
-0.00997,-0.0004056451702838373,0.0007123173184056654
