,mass A,,,,,,,,,,,,,,,,,,,,,,,,,
t,x,y,r,θr,vx,vy,v,θv,ax,ay,a,θa,θ,ω,α,step,frame,px,py,p,θp,pixelx,pixely,L,K,
0.117,-4.166E-2,-0.275,0.278,-98.63,,,,,,,,,-98.6,,,7,615,,,,,416.0,1.660E3,0.000,
0.133,-3.444E-2,-0.274,0.276,-97.17,0.397,0.110,0.412,15.54,,,,,-97.2,79.10,,8,616,0.397,0.110,0.412,15.54,453.3,1.655E3,7.285E-3,8.491E-2
0.150,-2.843E-2,-0.271,0.272,-95.99,0.367,0.162,0.401,23.83,-0.594,1.674,1.776,109.5,-96.0,73.16,-61.10,9,617,0.367,0.162,0.401,23.83,484.2,1.641E3,1.389E-2,8.038E-2
0.167,-2.221E-2,-0.268,0.269,-94.73,0.383,0.158,0.414,22.41,0.609,-0.305,0.681,-26.58,-94.7,78.44,241.8,10,618,0.383,0.158,0.414,22.41,516.2,1.627E3,2.065E-2,8.574E-2
0.183,-1.567E-2,-0.266,0.266,-93.38,0.389,0.152,0.418,21.37,0.335,-0.431,0.546,-52.13,-93.4,81.73,182.3,11,619,0.389,0.152,0.418,21.37,550.0,1.614E3,2.770E-2,8.745E-2
0.200,-9.233E-3,-0.263,0.263,-92.01,0.391,0.143,0.416,20.13,-6.493E-2,-0.714,0.716,-95.20,-92.0,83.88,88.49,12,620,0.391,0.143,0.416,20.13,583.1,1.601E3,3.459E-2,8.670E-2
0.217,-2.638E-3,-0.261,0.261,-90.58,0.390,0.129,0.411,18.31,5.111E-2,-0.735,0.736,-86.02,-90.6,85.26,100.3,13,621,0.390,0.129,0.411,18.31,617.1,1.589E3,4.158E-2,8.435E-2
0.233,3.765E-3,-0.259,0.259,-89.17,0.390,0.117,0.407,16.75,-0.479,-0.975,1.086,-116.2,-89.2,86.55,-38.09,14,622,0.390,0.117,0.407,16.75,650.1,1.579E3,4.828E-2,8.276E-2
0.250,1.035E-2,-0.257,0.257,-87.69,0.379,9.935E-2,0.391,14.70,-0.498,-1.128,1.233,-113.8,-87.7,85.05,-66.86,15,623,0.379,9.935E-2,0.391,14.70,684.0,1.569E3,5.514E-2,7.663E-2
0.267,1.639E-2,-0.256,0.256,-86.33,0.367,7.669E-2,0.375,11.81,-0.693,-1.303,1.476,-118.0,-86.3,82.94,-136.9,16,624,0.367,7.669E-2,0.375,11.81,715.1,1.562E3,6.134E-2,7.024E-2
0.284,2.258E-2,-0.254,0.255,-84.93,0.361,5.770E-2,0.365,9.087,-0.605,-1.239,1.379,-116.0,-84.9,81.66,-143.9,17,625,0.361,5.770E-2,0.365,9.087,747.0,1.556E3,6.764E-2,6.673E-2
0.300,2.841E-2,-0.254,0.255,-83.61,0.344,3.469E-2,0.346,5.761,-0.681,-1.398,1.555,-116.0,-83.6,77.51,-188.7,18,626,0.344,3.469E-2,0.346,5.761,777.1,1.552E3,7.352E-2,5.973E-2
0.317,3.404E-2,-0.253,0.256,-82.35,0.338,1.126E-2,0.338,1.909,-0.620,-1.383,1.516,-114.2,-82.3,75.32,-197.5,19,627,0.338,1.126E-2,0.338,1.909,806.1,1.550E3,7.916E-2,5.711E-2
0.334,3.967E-2,-0.253,0.256,-81.10,0.326,-1.170E-2,0.326,-2.056,-1.205,-1.185,1.689,-135.5,-81.1,71.49,-336.3,20,628,0.326,-1.170E-2,0.326,-2.056,835.1,1.550E3,8.479E-2,5.315E-2
0.350,4.490E-2,-0.254,0.258,-79.96,0.297,-2.871E-2,0.298,-5.528,-1.681,-1.116,2.017,-146.4,-80.0,63.85,-449.9,21,629,0.297,-2.871E-2,0.298,-5.528,862.1,1.552E3,9.004E-2,4.441E-2
0.367,4.956E-2,-0.254,0.259,-78.97,0.268,-4.733E-2,0.272,-10.01,-1.586,-1.191,1.983,-143.1,-79.0,56.21,-437.1,22,630,0.268,-4.733E-2,0.272,-10.01,886.1,1.555E3,9.473E-2,3.709E-2
0.384,5.384E-2,-0.255,0.261,-78.09,0.245,-6.966E-2,0.254,-15.89,-1.424,-1.167,1.841,-140.7,-78.1,49.44,-401.6,23,631,0.245,-6.966E-2,0.254,-15.89,908.1,1.560E3,9.913E-2,3.238E-2
0.400,5.772E-2,-0.257,0.263,-77.32,0.221,-8.632E-2,0.237,-21.37,-1.993,-0.722,2.120,-160.1,-77.3,42.77,-496.9,24,632,0.221,-8.632E-2,0.237,-21.37,928.1,1.567E3,0.103,2.806E-2
0.417,6.120E-2,-0.258,0.265,-76.66,0.181,-9.411E-2,0.204,-27.52,-2.293,-0.624,2.377,-164.8,-76.7,33.33,-546.6,25,633,0.181,-9.411E-2,0.204,-27.52,946.0,1.575E3,0.107,2.074E-2
0.434,6.374E-2,-0.260,0.267,-76.21,0.140,-0.105,0.175,-36.94,-2.576,-0.580,2.641,-167.3,-76.2,23.73,-589.7,26,634,0.140,-0.105,0.175,-36.94,959.1,1.583E3,0.110,1.528E-2
0.450,6.585E-2,-0.262,0.270,-75.87,9.902E-2,-0.116,0.153,-49.51,-2.484,-0.591,2.553,-166.6,-75.9,14.44,-556.2,27,635,9.902E-2,-0.116,0.153,-49.51,970.0,1.593E3,0.113,1.163E-2
0.467,6.704E-2,-0.264,0.272,-75.73,5.339E-2,-0.123,0.134,-66.50,-2.549,-0.325,2.569,-172.7,-75.7,4.556,-543.1,28,636,5.339E-2,-0.123,0.134,-66.50,976.1,1.603E3,0.115,8.963E-3
