,mass A,,,,,,,,,,,,,,,,,,,,,,,,,
t,x,y,r,θr,vx,vy,v,θv,ax,ay,a,θa,θ,ω,α,step,frame,px,py,p,θp,pixelx,pixely,L,K,
0.017,-7.490E-2,-0.269,0.279,-105.6,,,,,,,,,-105.6,,,1,174,,,,,405.0,1.257E3,0.000,
0.033,-7.459E-2,-0.270,0.280,-105.4,1.093E-3,-1.088E-2,1.094E-2,-84.27,,,,,-105.4,0.813,,2,175,1.093E-3,-1.088E-2,1.094E-2,-84.27,405.7,1.260E3,1.281E-3,5.982E-5
0.050,-7.486E-2,-0.270,0.280,-105.5,3.207E-3,1.403E-2,1.439E-2,77.13,-0.285,0.648,0.708,113.7,-105.5,-0.131,-91.63,3,176,3.207E-3,1.403E-2,1.439E-2,77.13,405.1,1.258E3,2.202E-3,1.036E-4
0.067,-7.448E-2,-0.270,0.280,-105.4,2.744E-3,-1.133E-2,1.166E-2,-76.39,0.352,-1.063,1.119,-71.68,-105.4,1.161,127.3,4,177,2.744E-3,-1.133E-2,1.166E-2,-76.39,406.0,1.259E3,2.766E-3,6.797E-5
0.083,-7.477E-2,-0.270,0.280,-105.5,3.279E-3,-1.031E-2,1.081E-2,-72.35,-0.282,0.266,0.388,136.6,-105.5,1.206,-70.19,5,178,3.279E-3,-1.031E-2,1.081E-2,-72.35,405.3,1.259E3,3.062E-3,5.848E-5
0.100,-7.437E-2,-0.270,0.280,-105.4,4.982E-3,-9.705E-3,1.091E-2,-62.82,0.144,0.184,0.234,52.10,-105.4,1.511,18.29,6,179,4.982E-3,-9.705E-3,1.091E-2,-62.82,406.2,1.260E3,3.613E-3,5.951E-5
0.117,-7.461E-2,-0.270,0.280,-105.4,-2.142E-3,1.520E-3,2.627E-3,144.7,-0.210,0.743,0.772,105.7,-105.4,-0.505,-81.77,7,180,-2.142E-3,1.520E-3,2.627E-3,144.7,405.7,1.259E3,3.857E-3,3.450E-6
0.133,-7.444E-2,-0.270,0.280,-105.4,4.916E-3,1.114E-2,1.218E-2,66.19,0.551,0.317,0.635,29.94,-105.4,0.363,91.41,8,181,4.916E-3,1.114E-2,1.218E-2,66.19,406.1,1.259E3,4.022E-3,7.415E-5
0.150,-7.444E-2,-0.270,0.280,-105.4,1.140E-2,1.641E-2,1.998E-2,55.22,-0.310,-0.235,0.389,-142.9,-105.4,1.358,-48.39,9,182,1.140E-2,1.641E-2,1.998E-2,55.22,406.1,1.259E3,4.396E-3,1.996E-4
0.167,-7.406E-2,-0.270,0.280,-105.4,1.634E-3,1.290E-3,2.082E-3,38.29,-7.497E-2,-0.766,0.769,-95.59,-105.4,0.252,26.77,10,183,1.634E-3,1.290E-3,2.082E-3,38.29,406.9,1.258E3,4.816E-3,2.168E-6
0.183,-7.439E-2,-0.270,0.280,-105.4,-1.430E-3,-1.047E-2,1.057E-2,-97.77,3.595E-2,0.289,0.291,82.90,-105.4,0.285,-8.537,11,184,-1.430E-3,-1.047E-2,1.057E-2,-97.77,406.2,1.259E3,5.168E-3,5.588E-5
0.200,-7.411E-2,-0.270,0.280,-105.3,1.179E-2,8.382E-3,1.447E-2,35.41,1.517,-0.172,1.527,-6.454,-105.3,1.874,308.9,12,185,1.179E-2,8.382E-3,1.447E-2,35.41,406.8,1.259E3,5.523E-3,1.046E-4
0.217,-7.400E-2,-0.270,0.279,-105.4,4.032E-2,-4.720E-3,4.060E-2,-6.677,1.621,-0.590,1.725,-20.00,-105.4,8.218,352.3,13,186,4.032E-2,-4.720E-3,4.060E-2,-6.677,407.1,1.258E3,6.034E-3,8.240E-4
0.233,-7.276E-2,-0.270,0.280,-105.1,7.583E-2,-2.614E-2,8.021E-2,-19.02,1.310,-0.363,1.360,-15.48,-105.1,16.40,279.5,14,187,7.583E-2,-2.614E-2,8.021E-2,-19.02,409.9,1.259E3,7.429E-3,3.216E-3
0.250,-7.147E-2,-0.270,0.280,-104.8,7.953E-2,-8.704E-3,8.000E-2,-6.246,1.649,-0.100,1.652,-3.481,-104.8,16.21,331.9,15,188,7.953E-2,-8.704E-3,8.000E-2,-6.246,412.9,1.260E3,8.743E-3,3.200E-3
0.267,-7.011E-2,-0.270,0.279,-104.5,0.125,-2.695E-2,0.128,-12.19,2.563,-0.495,2.610,-10.93,-104.5,26.14,536.4,16,189,0.125,-2.695E-2,0.128,-12.19,416.1,1.260E3,1.010E-2,8.150E-3
0.284,-6.731E-2,-0.271,0.280,-103.9,0.176,-3.438E-2,0.179,-11.05,2.708,-6.361E-2,2.709,-1.346,-103.9,36.76,546.8,17,190,0.176,-3.438E-2,0.179,-11.05,422.5,1.262E3,1.302E-2,1.609E-2
