Time (s),Bz (µT),Voltage (mV)
0.009999999776482582,562.4075317382812,0.012035583145916462
0.019999999552965164,566.9405517578125,0.0047095762565732
0.029999999329447746,572.349609375,0.0015698587521910667
0.03999999910593033,577.1356811523438,0.0020931449253112078
0.05000000074505806,581.51025390625,0.0047095762565732
0.05999999865889549,585.724609375,0.007849293760955334
0.07000000029802322,591.5397338867188,0.008895865641534328
0.07999999821186066,597.21826171875,0.006802720949053764
0.09000000357627869,601.9812622070312,-0.0005232864059507847
0.10000000149011612,605.5431518554688,-0.0141287287697196
0.10999999940395355,608.1058959960938,-0.03244374692440033
0.11999999731779099,605.2060546875,-0.05180533602833748
0.12999999523162842,598.8641967773438,-0.06855049729347229
0.14000000059604645,589.32080078125,-0.0774463638663292
0.15000000596046448,577.0989990234375,-0.08110936731100082
0.1599999964237213,563.7157592773438,-0.08110936731100082
0.17000000178813934,548.6560668945312,-0.07796964794397354
0.18000000715255737,534.3215942382812,-0.06959707289934158
0.1899999976158142,522.4177856445312,-0.05965463072061539
0.20000000298023224,512.947021484375,-0.048665620386600494
0.20999999344348907,503.9787902832031,-0.03976975381374359
0.2199999988079071,497.7142639160156,-0.029304029420018196
0.23000000417232513,493.6601867675781,-0.016221873462200165
0.23999999463558197,491.8163146972656,5.519162128679594e-17
0.25,492.35272216796875,0.019884876906871796
0.25999999046325684,495.7226257324219,0.04552590101957321
0.27000001072883606,505.06243896484375,0.07849293202161789
0.2800000011920929,520.3177490234375,0.11930926144123077
0.28999999165534973,543.3474731445312,0.16640502214431763
0.30000001192092896,574.7893676757812,0.22344322502613068
0.3100000023841858,614.9785766601562,0.2925170063972473
0.3199999928474426,666.8602294921875,0.37833595275878906
0.33000001311302185,735.6384887695312,0.4840397834777832
0.3400000035762787,822.0545043945312,0.6169544458389282
0.3499999940395355,929.1725463867188,0.7639979124069214
0.36000001430511475,1060.666015625,0.7917320728302002
0.3700000047683716,1222.9171142578125,0.7948718070983887
0.3799999952316284,1430.18505859375,0.7985348105430603
0.38999998569488525,1679.6077880859375,0.8016745448112488
0.4000000059604645,1963.947265625,0.8042909502983093
0.4099999964237213,2204.35302734375,0.8058608174324036
0.41999998688697815,2257.10595703125,0.8069073557853699
0.4300000071525574,2257.10595703125,0.8069073557853699
0.4399999976158142,2257.10595703125,0.8063840866088867
0.44999998807907104,2257.10595703125,0.8048142194747925
0.46000000834465027,2257.10595703125,0.8016745448112488
0.4699999988079071,2257.10595703125,0.7974882125854492
0.47999998927116394,2257.10595703125,0.7927786707878113
0.49000000953674316,2257.10595703125,0.7776033282279968
0.5,2257.10595703125,0.5489272475242615
0.5099999904632568,2257.10595703125,0.2103610634803772
0.5199999809265137,2257.10595703125,-0.09837781637907028
0.5299999713897705,2257.10595703125,-0.3354264795780182
0.5400000214576721,2257.10595703125,-0.5468341112136841
0.550000011920929,2257.10595703125,-0.8288853764533997
0.5600000023841858,2257.10595703125,-1.0711668729782104
0.5699999928474426,2257.10595703125,-1.0711668729782104
0.5799999833106995,2257.10595703125,-1.0711668729782104
0.5899999737739563,2257.10595703125,-1.0711668729782104
0.6000000238418579,2257.10595703125,-1.0711668729782104
0.6100000143051147,2257.10595703125,-1.0711668729782104
0.6200000047683716,2257.10595703125,-1.0711668729782104
0.6299999952316284,2251.96728515625,-1.0711668729782104
0.6399999856948853,2095.240478515625,-1.0711668729782104
0.6499999761581421,1939.1953125,-0.9947671294212341
0.6600000262260437,1805.7861328125,-0.7985348105430603
0.6700000166893005,1697.1759033203125,-0.6410256624221802
0.6800000071525574,1605.7447509765625,-0.4981684982776642
0.6899999976158142,1534.329345703125,-0.3589743673801422
0.699999988079071,1483.17919921875,-0.2271062284708023
0.7099999785423279,1449.824951171875,-0.1318681389093399
0.7200000286102295,1430.521484375,-0.0575614869594574
0.7300000190734863,1421.7135009765625,0.013605441898107529
0.7400000095367432,1424.447021484375,0.09680795669555664
0.75,1439.1910400390625,0.19780220091342926
0.7599999904632568,1468.8798828125,0.3233909010887146
0.7699999809265137,1516.220458984375,0.47462061047554016
0.7799999713897705,1584.549072265625,0.6457352042198181
0.7900000214576721,1679.143310546875,0.7786499261856079
0.800000011920929,1804.2266845703125,0.7896389365196228
0.8100000023841858,1949.5732421875,0.790162205696106
0.8199999928474426,2108.14697265625,0.790162205696106
0.8299999833106995,2233.851318359375,0.7896389365196228
0.8399999737739563,2257.10595703125,0.7885923385620117
0.8500000238418579,2257.10595703125,0.7838827967643738
0.8600000143051147,2257.10595703125,0.7587650418281555
0.8700000047683716,2257.10595703125,0.6431187987327576
0.8799999952316284,2257.10595703125,0.3945578336715698
0.8899999856948853,2257.10595703125,0.017791731283068657
0.8999999761581421,2257.10595703125,-0.42124542593955994
0.9100000262260437,2257.10595703125,-0.8278388381004333
0.9200000166893005,2257.10595703125,-1.0711668729782104
0.9300000071525574,2257.10595703125,-1.0711668729782104
0.9399999976158142,2257.10595703125,-1.0711668729782104
0.949999988079071,2257.10595703125,-1.0711668729782104
0.9599999785423279,2217.463134765625,-1.0491888523101807
0.9700000286102295,2096.978759765625,-0.9162741899490356
0.9800000190734863,1954.603271484375,-0.7781266570091248
0.9900000095367432,1830.89990234375,-0.6473050713539124
1,1723.3780517578125,-0.523809552192688
1.0099999904632568,1639.387451171875,-0.39926740527153015
1.0199999809265137,1572.6649169921875,-0.2715855538845062
1.0299999713897705,1525.02294921875,-0.13657771050930023
1.0399999618530273,1497.0035400390625,0.008895865641534328
1.0499999523162842,1488.414306640625,0.16588173806667328
1.059999942779541,1508.5745849609375,0.31606489419937134
1.0700000524520874,1552.31787109375,0.44583988189697266
1.0800000429153442,1616.739013671875,0.5442177057266235
1.090000033378601,1697.7930908203125,0.6017791628837585
1.100000023841858,1790.67333984375,0.6211407780647278
1.1100000143051147,1893.924072265625,0.6080586314201355
1.1200000047683716,2001.64208984375,0.5583463907241821
1.1299999952316284,2105.099609375,0.46677133440971375
1.1399999856948853,2195.317138671875,0.31501832604408264
1.149999976158142,2257.10595703125,0.07169021666049957
1.159999966621399,2257.10595703125,-0.2490842491388321
1.1699999570846558,2257.10595703125,-0.581371009349823
1.1799999475479126,2232.707275390625,-0.8424908518791199
1.190000057220459,2150.6865234375,-0.9973835945129395
1.2000000476837158,2009.8140869140625,-1.0376765727996826
1.2100000381469727,1849.9388427734375,-0.9984301328659058
1.2200000286102295,1686.2071533203125,-0.912611186504364
1.2300000190734863,1534.0450439453125,-0.8069073557853699
1.2400000095367432,1394.4864501953125,-0.70277339220047
1.25,1269.5428466796875,-0.6143380403518677
1.2599999904632568,1161.12744140625,-0.529565691947937
1.2699999809265137,1066.760986328125,-0.44479331374168396
1.2799999713897705,988.2944946289062,-0.37257981300354004
1.2899999618530273,922.0960693359375,-0.3124018907546997
1.2999999523162842,865.9883422851562,-0.270015686750412
1.309999942779541,817.584228515625,-0.24751439690589905
1.3200000524520874,773.9034423828125,-0.24175824224948883
1.3300000429153442,734.8470458984375,-0.24175824224948883
1.340000033378601,695.2251586914062,-0.23861852288246155
1.350000023841858,654.873779296875,-0.22867608070373535
1.3600000143051147,614.9367065429688,-0.21297749876976013
1.3700000047683716,577.6343994140625,-0.19413919746875763
1.3799999952316284,542.3959350585938,-0.17739403247833252
1.3899999856948853,510.6565856933594,-0.162742018699646
1.399999976158142,481.29351806640625,-0.14913657307624817
1.409999966621399,454.07037353515625,-0.13710099458694458
1.4199999570846558,429.9329528808594,-0.1261119842529297
1.4299999475479126,406.41253662109375,-0.11773940175771713
1.440000057220459,385.6922912597656,-0.11250653862953186
1.4500000476837158,365.5732116699219,-0.11041339486837387
