-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
5.000	1.000	0.000	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf	-Inf
