Tue, Oct 29, 2024
2:47:35 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
96.0200000	-4122.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0005754	0.0009166	0.0043849	0.0043651	-0.0017613	-0.0021236	-0.0048652	-0.0039781
97.3050000	-30.9799995	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0002801	0.0004249	-0.0000455	0.0000200	-0.0013564	-0.0015076	-0.0004112	0.0002338
98.5450000	4110.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0006945	0.0008171	-0.0043675	-0.0044616	-0.0018274	-0.0019403	0.0039261	0.0047826
100.2050000	-4121.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0006862	0.0010421	0.0044241	0.0043534	-0.0018433	-0.0022237	-0.0049007	-0.0039888
101.5500000	-30.8400002	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0003671	0.0005212	-0.0000309	0.0000084	-0.0014233	-0.0015848	-0.0004252	0.0002405
102.9300000	4109.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0008066	0.0009411	-0.0043634	-0.0045005	-0.0019182	-0.0020468	0.0039297	0.0048172
104.4700000	-4120.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0007972	0.0011740	0.0044635	0.0043491	-0.0019277	-0.0023333	-0.0049353	-0.0039969
105.7700000	-30.9300003	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0004465	0.0006183	-0.0000168	-0.0000079	-0.0014990	-0.0016759	-0.0004392	0.0002539
107.0100000	4107.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0009036	0.0010653	-0.0043687	-0.0045383	-0.0020126	-0.0021537	0.0039256	0.0048485
108.5500000	-4119.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0008976	0.0013029	0.0044995	0.0043419	-0.0020243	-0.0024423	-0.0049719	-0.0039992
109.8500000	-31.1399994	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0005346	0.0007248	0.0000016	-0.0000201	-0.0015752	-0.0017678	-0.0004546	0.0002701
111.0850000	4107.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0010183	0.0011916	-0.0043680	-0.0045829	-0.0021104	-0.0022713	0.0039252	0.0048782
112.6500000	-4118.0000000	0.0000050	0.0000050	0.0000050	0.0000050	-0.0000050	-0.0000050	-0.0000050	-0.0000050	0.0010083	0.0014324	0.0045355	0.0043368	-0.0021199	-0.0025592	-0.0050075	-0.0040074
