Mon, Oct 28, 2024
2:18:26 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
96.0100000	-4131.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0134405	0.0176628	0.0554618	0.0504530	-0.0147691	-0.0190261	-0.0559711	-0.0499695
97.3200000	-31.0300007	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0092839	0.0110517	0.0019796	-0.0011069	-0.0104764	-0.0122540	-0.0024355	0.0014579
98.5750000	4118.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0145532	0.0159789	-0.0501307	-0.0554551	-0.0158357	-0.0172675	0.0497032	0.0559316
100.0950000	-4130.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0145259	0.0189790	0.0559139	0.0504713	-0.0158390	-0.0203264	-0.0564057	-0.0499974
101.3750000	-30.8099995	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0101353	0.0120517	0.0021276	-0.0012474	-0.0113195	-0.0132453	-0.0025841	0.0016038
102.6300000	4117.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0156689	0.0172780	-0.0501395	-0.0558509	-0.0169367	-0.0185514	0.0497149	0.0563302
104.2250000	-4128.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0156768	0.0203556	0.0563393	0.0504734	-0.0169776	-0.0216856	-0.0568313	-0.0500143
105.6050000	-31.0499992	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0110897	0.0131822	0.0023149	-0.0014163	-0.0122660	-0.0143638	-0.0027678	0.0017644
106.8250000	4116.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0168923	0.0187008	-0.0501419	-0.0562982	-0.0181516	-0.0199758	0.0497116	0.0567661
108.3900000	-4126.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0169079	0.0218219	0.0567718	0.0504588	-0.0181985	-0.0231420	-0.0572649	-0.0500148
109.6800000	-30.8099995	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0120623	0.0143170	0.0024729	-0.0015764	-0.0132474	-0.0155087	-0.0029326	0.0019251
111.0600000	4114.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0181650	0.0201902	-0.0501341	-0.0567459	-0.0194186	-0.0214622	0.0497052	0.0572080
112.7700000	-4125.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0182482	0.0234154	0.0572322	0.0504338	-0.0195338	-0.0247356	-0.0577361	-0.0500112
114.1750000	-30.7600002	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0132085	0.0156690	0.0026853	-0.0017851	-0.0143877	-0.0168596	-0.0031450	0.0021180
115.4800000	4113.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0195741	0.0218323	-0.0501190	-0.0572454	-0.0208211	-0.0231136	0.0496750	0.0576907
117.1300000	-4125.0000000	0.0000600	0.0000600	0.0000600	0.0000600	-0.0000600	-0.0000600	-0.0000600	-0.0000600	0.0196719	0.0251062	0.0577190	0.0503998	-0.0209375	-0.0264129	-0.0582283	-0.0499935
