Mon, Oct 28, 2024
12:40:34 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
158.1850000	4106.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0185342	0.0209768	-0.0249841	-0.0318719	-0.0187850	-0.0216890	0.0239939	0.0311084
159.9400000	-4119.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0186517	0.0228539	0.0312579	0.0242441	-0.0189228	-0.0236001	-0.0323004	-0.0250169
161.2900000	-31.3299999	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0151522	0.0177346	0.0025569	-0.0029047	-0.0154274	-0.0184385	-0.0035285	0.0021197
162.5550000	4105.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0194945	0.0221505	-0.0249330	-0.0322406	-0.0197872	-0.0228501	0.0239950	0.0314487
164.1550000	-4118.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0195907	0.0240170	0.0316417	0.0242045	-0.0199137	-0.0247545	-0.0326239	-0.0250039
165.4500000	-31.3500004	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0160212	0.0188053	0.0027593	-0.0030758	-0.0163512	-0.0195072	-0.0036817	0.0022918
166.7250000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0204381	0.0232992	-0.0248853	-0.0325881	-0.0207811	-0.0239949	0.0240030	0.0318165
168.3950000	-4118.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0205617	0.0252182	0.0320411	0.0241998	-0.0209309	-0.0259446	-0.0329590	-0.0249635
169.6950000	-31.2399998	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0169504	0.0199488	0.0029757	-0.0032443	-0.0173333	-0.0206495	-0.0038314	0.0025019
171.1750000	4104.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0214654	0.0245600	-0.0248340	-0.0329620	-0.0218766	-0.0252651	0.0240146	0.0322422
172.8200000	-4117.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0216118	0.0265272	0.0324820	0.0242043	-0.0220530	-0.0272630	-0.0333423	-0.0249223
174.1350000	-31.2800007	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0179748	0.0212039	0.0032089	-0.0034237	-0.0184158	-0.0219159	-0.0040223	0.0027186
175.4350000	4104.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0225473	0.0258594	-0.0248034	-0.0333667	-0.0229910	-0.0265683	0.0240141	0.0326658
177.0250000	-4116.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0226774	0.0278189	0.0328982	0.0241935	-0.0231367	-0.0285569	-0.0337389	-0.0248993
178.4500000	-30.9699993	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0190583	0.0225044	0.0034262	-0.0036338	-0.0195102	-0.0232129	-0.0042271	0.0029343
179.7600000	4104.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0236719	0.0272070	-0.0247825	-0.0337930	-0.0241294	-0.0279178	0.0240083	0.0331068
181.4400000	-4117.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0238512	0.0292431	0.0333603	0.0241816	-0.0243267	-0.0299845	-0.0341914	-0.0248861
182.6700000	-31.1299992	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0201355	0.0238144	0.0036553	-0.0038460	-0.0206254	-0.0245470	-0.0044401	0.0031568
184.1050000	4103.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0248557	0.0286262	-0.0247641	-0.0342518	-0.0253221	-0.0293353	0.0240001	0.0335709
185.6850000	-4116.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0250069	0.0306477	0.0338162	0.0241745	-0.0254798	-0.0313784	-0.0346300	-0.0248681
187.0550000	-31.0699997	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0213050	0.0252232	0.0038888	-0.0040750	-0.0218033	-0.0259541	-0.0046667	0.0033907
188.5100000	4103.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0260735	0.0300868	-0.0247448	-0.0347241	-0.0265533	-0.0307985	0.0239908	0.0340534
190.0750000	-4116.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0262345	0.0321383	0.0343072	0.0241658	-0.0267280	-0.0328777	-0.0351174	-0.0248519
191.3200000	-31.0799999	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0224791	0.0266299	0.0041318	-0.0043014	-0.0229884	-0.0273697	-0.0049036	0.0036306
192.6550000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0272574	0.0315011	-0.0247270	-0.0351892	-0.0277406	-0.0322138	0.0239856	0.0345343
194.3200000	-4115.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0274679	0.0336430	0.0348079	0.0241509	-0.0279677	-0.0343717	-0.0356005	-0.0248345
195.6450000	-31.2199993	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0237297	0.0281360	0.0043844	-0.0045542	-0.0242172	-0.0288461	-0.0051456	0.0038769
196.9750000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0285111	0.0330147	-0.0247026	-0.0356880	-0.0290143	-0.0337313	0.0239763	0.0350393
198.7550000	-4114.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0287518	0.0352054	0.0353221	0.0241337	-0.0292635	-0.0359430	-0.0360987	-0.0248011
200.2300000	-31.1100006	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0250705	0.0297501	0.0046667	-0.0048156	-0.0255626	-0.0304585	-0.0054081	0.0041636
201.7000000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0299370	0.0347344	-0.0246698	-0.0362432	-0.0304427	-0.0354403	0.0239510	0.0356061
203.5000000	-4115.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0301782	0.0369461	0.0358940	0.0241033	-0.0307043	-0.0376839	-0.0366586	-0.0247634
205.0000000	-31.0200005	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0264919	0.0314810	0.0049687	-0.0051056	-0.0270074	-0.0321878	-0.0056992	0.0044640
206.5000000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0313918	0.0364901	-0.0246188	-0.0368086	-0.0319024	-0.0371901	0.0239208	0.0361851
208.4500000	-4114.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0316950	0.0388136	0.0365005	0.0240600	-0.0322351	-0.0395382	-0.0372356	-0.0247025
210.0000000	-31.0699997	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0280352	0.0333517	0.0053035	-0.0054210	-0.0285664	-0.0340605	-0.0060084	0.0047920
211.5500000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0329551	0.0383912	-0.0245432	-0.0374088	-0.0335019	-0.0390981	0.0238724	0.0368028
213.3500000	-4114.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0332331	0.0407012	0.0371041	0.0240004	-0.0337937	-0.0414199	-0.0378048	-0.0246207
214.8000000	-31.1200008	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0295323	0.0351909	0.0056471	-0.0057287	-0.0301113	-0.0359154	-0.0063158	0.0051303
216.4000000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0344902	0.0402630	-0.0244360	-0.0379682	-0.0350424	-0.0409457	0.0237966	0.0373660
218.2000000	-4114.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0347661	0.0425842	0.0376740	0.0239046	-0.0353431	-0.0432848	-0.0383396	-0.0245083
219.7000000	-31.1599998	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0310972	0.0370932	0.0059840	-0.0060450	-0.0316773	-0.0377875	-0.0066225	0.0054609
221.2000000	4102.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0360088	0.0421298	-0.0242761	-0.0384811	-0.0366026	-0.0428037	0.0236812	0.0379039
223.1000000	-4114.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0363009	0.0444951	0.0382220	0.0237857	-0.0369579	-0.0451990	-0.0388012	-0.0242777
224.5500000	-31.1000004	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0325912	0.0389743	0.0063702	-0.0063122	-0.0333005	-0.0396823	-0.0068998	0.0058459
226.1000000	4101.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0374935	0.0439889	-0.0240180	-0.0388650	-0.0382032	-0.0446912	0.0234923	0.0383688
227.8500000	-4113.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0377865	0.0463324	0.0386256	0.0235368	-0.0385019	-0.0470327	-0.0391343	-0.0239979
229.3500000	-31.1000004	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0341421	0.0408548	0.0066916	-0.0066462	-0.0348472	-0.0415467	-0.0072208	0.0061558
230.8500000	4101.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0389999	0.0458326	-0.0236309	-0.0391272	-0.0396957	-0.0465064	0.0230841	0.0385728
232.6500000	-4113.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0392679	0.0481196	0.0387658	0.0230382	-0.0399660	-0.0487670	-0.0392185	-0.0234791
234.1500000	-31.5300007	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0356034	0.0426281	0.0069998	-0.0069620	-0.0362778	-0.0432759	-0.0075093	0.0064579
235.6500000	4101.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0403622	0.0475152	-0.0228994	-0.0389808	-0.0410208	-0.0481415	0.0223144	0.0383414
237.4500000	-4113.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0405404	0.0496317	0.0383905	0.0220875	-0.0412120	-0.0501918	-0.0387294	-0.0224751
238.9000000	-31.0300007	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0368030	0.0440919	0.0072557	-0.0072454	-0.0374414	-0.0446681	-0.0077447	0.0067064
240.4000000	4101.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0413570	0.0487988	-0.0215166	-0.0380636	-0.0419517	-0.0493672	0.0208380	0.0372480
242.1500000	-4112.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0413118	0.0505283	0.0370195	0.0203049	-0.0419551	-0.0509424	-0.0371689	-0.0205951
243.7000000	-30.8400002	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0374282	0.0448861	0.0074078	-0.0074512	-0.0380014	-0.0453425	-0.0078605	0.0068517
245.2000000	4100.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0416071	0.0492541	-0.0190034	-0.0357523	-0.0420669	-0.0497006	0.0181866	0.0346598
246.9500000	-4113.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0411237	0.0502604	0.0339944	0.0171717	-0.0417251	-0.0504200	-0.0338411	-0.0173024
248.5000000	-30.8700008	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0369774	0.0444484	0.0073849	-0.0075079	-0.0374505	-0.0447067	-0.0077605	0.0068202
250.0000000	4100.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0405165	0.0481730	-0.0148452	-0.0313361	-0.0407764	-0.0484591	0.0138986	0.0298950
251.8000000	-4113.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0393144	0.0480536	0.0286493	0.0122915	-0.0398804	-0.0478462	-0.0281535	-0.0123197
253.3000000	-31.4699993	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0349047	0.0420617	0.0070308	-0.0072583	-0.0352502	-0.0420243	-0.0072839	0.0064276
254.8000000	4099.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0375045	0.0448209	-0.0091823	-0.0246751	-0.0375091	-0.0448907	0.0081908	0.0229050
256.6500000	-4112.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0353643	0.0432576	0.0211451	0.0061457	-0.0358917	-0.0426869	-0.0204357	-0.0062067
258.2000000	-30.7900009	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0308707	0.0372996	0.0062657	-0.0065940	-0.0311152	-0.0370770	-0.0064111	0.0056931
259.7000000	4100.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0324036	0.0388520	-0.0031464	-0.0166832	-0.0322361	-0.0387662	0.0023254	0.0149000
261.4500000	-4112.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0298277	0.0364798	0.0134353	0.0006485	-0.0302769	-0.0357047	-0.0127770	-0.0008937
263.0000000	-31.4200001	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0256441	0.0310008	0.0051725	-0.0055752	-0.0258324	-0.0306998	-0.0052814	0.0046692
264.5500000	4100.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0262502	0.0314774	0.0012268	-0.0097195	-0.0260846	-0.0314148	-0.0018132	0.0082559
266.3500000	-4112.0000000	0.0000300	0.0000300	0.0000300	0.0000300	-0.0000300	-0.0000300	-0.0000300	-0.0000300	0.0236379	0.0288184	0.0071758	-0.0028622	-0.0240469	-0.0281802	-0.0068666	0.0024086
