Fri, Oct 25, 2024
3:24:14 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
172.0750000	-4107.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0536532	0.0660241	0.0821046	0.0619315	-0.0546651	-0.0671114	-0.0826849	-0.0619292
173.4900000	-30.6700001	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0446544	0.0528910	0.0086204	-0.0075284	-0.0456117	-0.0538938	-0.0090902	0.0075486
174.7600000	4096.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0560428	0.0645099	-0.0617640	-0.0826540	-0.0570144	-0.0655776	0.0613489	0.0827920
176.3250000	-4107.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0564327	0.0693552	0.0831303	0.0618854	-0.0574441	-0.0704569	-0.0837478	-0.0619133
177.5550000	-30.7099991	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0471900	0.0559344	0.0091067	-0.0080361	-0.0481980	-0.0569993	-0.0095991	0.0080328
178.9950000	4094.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0588484	0.0678293	-0.0617506	-0.0837170	-0.0598104	-0.0688890	0.0613329	0.0838469
180.5550000	-4107.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0592624	0.0727638	0.0841943	0.0618624	-0.0602716	-0.0738588	-0.0848195	-0.0618951
181.8900000	-30.7299995	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0500315	0.0592944	0.0096405	-0.0085621	-0.0509783	-0.0603062	-0.0101352	0.0085579
183.2050000	4094.9997559	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0616865	0.0711840	-0.0617464	-0.0848090	-0.0626491	-0.0722568	0.0613078	0.0849116
184.8350000	-4106.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0621967	0.0762749	0.0852896	0.0618291	-0.0631855	-0.0773733	-0.0859355	-0.0618896
